scene_name,TotalTissueArea(sqmm),TotalVilliArea(sqmm),VPD,Area_StainArtifact(sqmm),Area_Hemosiderin(sqmm),Total Stain,Stain>10k,Stain5k-10k,Stain2k-5k,Stain<2k
EARLI Fe.3020062-12 Fe,344.1418129,241.2374081,0.700982557,0.12278346,0.218294746,0.341078207,0.002871651,0.020381482,0.054116331,0.263708743
EARLI Fe.3020062-13 Fe,536.5420352,385.9689066,0.71936378,0.057615655,0.530668128,0.588283783,0.002930075,0.008972099,0.022677532,0.553704077
EARLI Fe.3020062-14 Fe,530.5158617,360.766258,0.680029164,0.084993246,0.293471035,0.378464282,0.009122985,0.004094484,0.018743333,0.34650348
EARLI Fe.3020062-15 Fe,525.1483121,384.7345019,0.732620658,0.084497152,0.685521108,0.770018261,0.017567493,0.032150551,0.030410796,0.689889421
EARLI Fe.3020062-16 Fe,511.7985348,375.4325924,0.733555426,0.092328974,0.872781449,0.965110423,0.030513418,0.036659589,0.047749928,0.850187488
EARLI Fe.3020062-17 Fe,465.49798,311.6930231,0.669590496,0.114399916,0.693701185,0.808101101,0.012560329,0.049795265,0.044670492,0.701075015
EARLI Fe.3020062-18 Fe,475.6357156,319.4455078,0.671618,0.163480379,0.804416599,0.967896978,0.041228575,0.047353663,0.067813381,0.811501359
EARLI Fe.3020062-3 Fe,386.4502867,264.0140388,0.683177236,0.094092353,0.400318293,0.494410646,0.013569535,0.020477754,0.034641686,0.425721671
EARLI Fe.3020062-5 Fe,370.2741402,266.5205599,0.719792529,0.092029489,0.630890141,0.722919629,0.026645516,0.011364168,0.040294558,0.644615387
EARLI Fe.3020062-6 Fe,364.1026462,254.0115197,0.697637115,0.130114362,0.666172709,0.79628707,0.046770696,0.045200115,0.057775431,0.646540828
EARLI Fe.3020062-7 Fe,361.2113878,257.5374264,0.712982578,0.486431241,0.595460751,1.081891993,0.188988412,0.110569609,0.170447784,0.611886188
EARLI Fe.3020062-8 Fe,374.6949739,245.7128688,0.65576772,0.166877843,0.298195225,0.465073067,0.022975493,0.036808188,0.068986173,0.336303213
EARLI Fe.3020062-9 Fe,408.9060629,279.5076896,0.683549878,0.116124176,0.309282769,0.425406946,0.010093326,0.031910252,0.053010853,0.330392515
EARLI Fe.3020062_4_Fe,427.7009057,307.5698229,0.719123619,0.124718361,0.507723473,0.632441834,0.05227043,0.035892093,0.042734101,0.50154521
EARLI Fe.3020071-3 Fe,171.8580739,127.2537475,0.74045836,0.067160814,0.251108533,0.318269346,0.077204099,0.022502769,0.018009734,0.200552744
EARLI Fe.3020071-4 Fe,232.5112442,173.2182509,0.744988706,0.1576563,0.397978298,0.555634598,0.104768645,0.060186805,0.053228037,0.337451111
EARLI Fe.3020071-5 Fe,333.3689658,179.4866098,0.538402275,0.597058512,0.366546612,0.963605124,0.240725375,0.149674102,0.167267758,0.405937889
EARLI Fe.3020071_4_Fe,341.0289862,234.6709805,0.6881262,0.344288364,0.387206562,0.731494927,0.232191136,0.068805591,0.089991167,0.340507033
EARLI Fe.3020076-3 Fe,559.7872743,367.5311545,0.656555037,0.149655813,0.224379445,0.374035259,0.02930354,0.03174438,0.039195431,0.273791908
EARLI Fe.3020076-5 Fe,269.6463292,142.3112798,0.527770136,0.124824987,0.15628817,0.281113156,0.028457412,0.015230291,0.03720674,0.200218713
EARLI Fe.3020076-6 Fe,327.5832698,232.1599155,0.708705043,0.10067848,0.30138592,0.402064398,0.009564464,0.014719211,0.02149966,0.356281063
EARLI Fe.3020076-7 Fe,307.1189092,194.311268,0.632690669,0.025592874,0.090728419,0.116321293,0.005639917,0,0.008314706,0.10236667
EARLI Fe.3020076_4_Fe,311.677764,229.7729623,0.737213202,0.024684206,0.038316298,0.063000504,0,0.008091351,0.015715903,0.03919325
EARLI Fe.3020077-3 Fe,646.0634473,295.1038915,0.456772307,0.066164056,0.204677202,0.270841257,0.009570815,0.004324114,0.006068442,0.250877886
EARLI Fe.3020077-5 Fe,440.2105673,279.2834539,0.634431508,0.156909493,0.234728819,0.391638313,0.103492215,0.008937553,0.019007255,0.26020129
EARLI Fe.3020077-6 Fe,532.9665822,331.4167708,0.621834055,0.044469565,0.191519935,0.235989501,0,0.012340097,0.009393004,0.2142564
EARLI Fe.3020077-7 Fe,469.927467,304.7477123,0.648499468,0.096987119,0.398309535,0.495296653,0.008418344,0.008421138,0.014163678,0.464293493
EARLI Fe.3020077_4_Fe,345.6407327,211.278313,0.611265667,0.059595759,0.190805767,0.250401526,0.035620143,0.00138807,0.014282988,0.199110325
EARLI Fe.3020081-3 Fe,305.3104083,201.318921,0.659390953,0.120516113,0.315452056,0.435968169,0.024256496,0.021345727,0.053139639,0.337226307
EARLI Fe.3020081-5 Fe,200.0140088,128.9742718,0.644826193,0.154645703,0.200777549,0.355423252,0.026982088,0.027041273,0.02907772,0.272322171
EARLI Fe.3020081_4_Fe,285.8342782,200.4045507,0.701121475,0.088494002,0.237965539,0.326459541,0.04510848,0.032734384,0.048707288,0.199909389
EARLI Fe.3020095-3 Fe,310.0250966,181.7049549,0.586097567,0.375102633,0.517011974,0.892114606,0.210832264,0.088908394,0.068035391,0.524338557
EARLI Fe.3020095-4 Fe,32.56636945,18.46106724,0.566875201,0.021948761,0.025502698,0.047451458,0.006800008,0.001666091,0.002386226,0.036599133
EARLI Fe.3020095-5 Fe,363.0120816,280.7423348,0.773369122,0.199483845,0.787919784,0.987403629,0.06727944,0.030225618,0.056315855,0.833582716
EARLI Fe.3020096-3 Fe,332.6740238,221.092828,0.664593002,0.081246002,0.28431071,0.365556712,0.006079111,0.006210945,0.013142788,0.340123868
EARLI Fe.3020096-4 Fe,421.6071144,246.6628327,0.585053772,0.129054099,0.462857795,0.591911894,0.005221299,0.00999553,0.017907112,0.558787953
EARLI Fe.3020096-5 Fe-001,321.9156968,256.9800129,0.798283574,0.187411227,0.313089453,0.50050068,0.044478202,0.047943488,0.060486036,0.347592954
EARLI Fe.3020096-5 Fe,403.1415191,281.4085291,0.698039065,0.094999952,0.292635831,0.387635783,0.011567635,0.012502922,0.022197696,0.34136753
EARLI Fe.3020096-6 Fe,391.981177,271.5448745,0.692749781,0.052581312,0.318376034,0.370957346,0.012752111,0.009091741,0.01035039,0.338763104
EARLI Fe.3020096-7 Fe,317.861901,224.9218464,0.7076087,0.068495414,0.156759116,0.22525453,0.019183796,0.003627094,0.007152583,0.195291057
EARLI Fe.3020096_4_Fe,456.2579977,246.9645601,0.541282698,0.064246437,0.239143813,0.303390249,0.009476799,0.003097392,0.013609015,0.277207043
EARLI Fe.3020099-3 Fe,376.5951566,302.1481263,0.802315486,0.062854989,0.253937001,0.31679199,0.012468375,0.005009704,0.007065709,0.292248202
EARLI Fe.3020099-5 Fe,424.5555833,342.7526156,0.807320947,0.116755406,0.500616003,0.617371409,0.015121064,0.010630824,0.009786728,0.581832793
EARLI Fe.3020099-6 Fe,327.7780353,238.7355784,0.72834526,0.035523122,0.098588436,0.134111557,0,0.005768957,0.001996058,0.126346542
EARLI Fe.3020099-7 Fe,386.4268106,286.4339085,0.741237152,0.079628174,0.135540397,0.215168571,0.019503094,0.004445026,0.006059044,0.185161407
EARLI Fe.3020099_4_Fe,475.0477539,360.4585158,0.758783749,0.048409376,0.265378943,0.313788319,0.046186575,0.005767848,0.022320316,0.23951358
EARLI Fe.3020108-1 Fe,282.7292284,229.1327379,0.810431731,0.104491768,0.900244643,1.004736411,0.006133216,0.006471566,0.031195959,0.96093567
EARLI Fe.3020109-3 Fe,394.1199196,200.1486741,0.507836991,0.222429618,0.805600059,1.028029678,0.058924346,0.042398319,0.054265946,0.872441067
EARLI Fe.3020109-5 Fe,323.0616844,170.519327,0.527822813,0.171122197,0.316590047,0.487712244,0.076406235,0.025117864,0.025130057,0.361058088
EARLI Fe.3020109-6 Fe,354.3905916,214.4139851,0.605021663,0.320083783,0.732913127,1.05299691,0.209253046,0.051563216,0.070121117,0.722059531
EARLI Fe.3020109-7 Fe,410.5309367,203.2815073,0.495167329,0.173539921,0.460384187,0.633924108,0.018141061,0.046172234,0.062077954,0.507532859
EARLI Fe.3020109_4_Fe,340.9362259,182.6076387,0.535606441,0.441039718,0.357174628,0.798214346,0.254647558,0.058926244,0.109857119,0.374783425
EARLI Fe.3020117-10 Fe,353.2805579,195.999307,0.554797887,0.049491715,0.17527231,0.224764026,0,0.01120998,0.019520368,0.194033678
EARLI Fe.3020117-11 Fe,315.3395046,176.5188276,0.55977391,0.177804088,0.30758899,0.485393078,0.209355923,0.02688607,0.02318531,0.225965775
EARLI Fe.3020117-12 Fe,418.6604084,244.3054436,0.583540833,0.119003956,0.325511597,0.444515553,0.028387812,0.02809417,0.028324308,0.359709263
EARLI Fe.3020117-13 Fe,523.4426722,320.8528045,0.612966465,0.087063984,0.444944332,0.532008316,0.051049596,0.009833467,0.023656764,0.447468489
EARLI Fe.3020117-14 Fe,465.7469685,305.8167478,0.656615649,0.111123871,0.340857212,0.451981084,0.047496166,0.027745152,0.033717068,0.343022698
EARLI Fe.3020117-15 Fe,417.2321074,270.9923709,0.649500281,0.148365919,0.199094947,0.347460866,0.09007382,0.015479481,0.025053598,0.216853967
EARLI Fe.3020117-16 Fe,431.6488002,302.5129082,0.700831111,0.237550937,0.367252523,0.60480346,0.147945015,0.036783803,0.032368497,0.387706145
EARLI Fe.3020117-17 Fe,401.1296344,259.4277321,0.646742873,0.181196217,0.306434996,0.487631213,0.138728298,0.011096435,0.025575093,0.312231387
EARLI Fe.3020117-3 Fe,492.1402673,300.1199109,0.60982596,0.161630635,0.362471179,0.524101814,0.114301866,0.007127689,0.032229804,0.370442455
EARLI Fe.3020117-4 Fe,388.6813248,269.0201074,0.692135408,0.06657607,0.252718232,0.319294302,0.008232405,0.011152826,0.009243134,0.290665937
EARLI Fe.3020117-5 Fe,474.6501358,307.3106623,0.647446696,0.109659977,1.013473037,1.123133013,0.062638567,0.024191214,0.051382356,0.984920876
EARLI Fe.3020117-6 Fe,414.1902793,229.1905116,0.553345945,0.201716392,0.469572454,0.671288846,0.086110662,0.038588841,0.050611164,0.495978179
EARLI Fe.3020117-7 Fe,380.8844162,232.4818538,0.610373762,0.060056495,0.281938455,0.34199495,0.01603476,0.022582022,0.018935369,0.284442799
EARLI Fe.3020117-8 Fe,371.4236827,158.1349174,0.425753458,0.063441004,0.233491507,0.296932512,0.006066664,0.008374908,0.015429694,0.267061246
EARLI Fe.3020117-9 Fe,351.9249655,229.6940902,0.652679158,0.061399223,0.298136547,0.35953577,0.003675866,0.011039535,0.009229163,0.335591206
EARLI Fe.3020117_4_Fe,444.5888064,273.9325545,0.616148114,0.043830291,0.2759716,0.319801893,0.049874547,0.008285938,0.017120757,0.244520651
EARLI Fe.3020127-10 Fe,388.7316339,249.1466908,0.640922089,0.063112561,0.240168318,0.303280879,0.005300552,0.012323078,0.022493625,0.263163624
EARLI Fe.3020127-11 Fe,472.0364052,307.2073203,0.65081277,0.096979245,0.311283399,0.408262643,0.028640304,0.016430517,0.018040216,0.345151606
EARLI Fe.3020127-12 Fe,474.7008918,268.3344026,0.565270483,0.110273426,0.237757198,0.348030624,0.033162043,0.011895315,0.024667494,0.278305772
EARLI Fe.3020127-13 Fe,484.7356996,273.7303207,0.564700147,0.360553359,0.446139986,0.806693345,0.223067199,0.067979508,0.053615157,0.462031481
EARLI Fe.3020127-14 Fe,433.6920117,254.0917471,0.585880625,0.157616928,0.223817816,0.381434745,0.06051474,0.021018046,0.042495099,0.25740686
EARLI Fe.3020127-15 Fe,328.7967848,164.7012148,0.500921002,0.214913031,0.164512446,0.379425477,0.157754351,0.032203386,0.023002673,0.166465067
EARLI Fe.3020127-16 Fe,265.1454146,113.3507871,0.427504233,0.09445585,0.195279372,0.289735221,0.058566437,0.010644032,0.016848119,0.203676633
EARLI Fe.3020127-3 Fe,393.9459982,261.4366474,0.663635749,0.104189743,0.180146877,0.284336621,0.030238319,0.005553806,0.014107033,0.234437463
EARLI Fe.3020127-5 Fe,453.1859476,328.8468379,0.725633351,0.085686201,0.34958825,0.435274451,0.032748759,0.01349333,0.012786403,0.376245959
EARLI Fe.3020127-6 Fe,491.1831858,365.0150224,0.743134197,0.075858576,0.301022169,0.376880744,0.006009002,0.009749642,0.013605097,0.347517003
EARLI Fe.3020127-7 Fe,385.4287253,246.0199927,0.638302172,0.056690783,0.216308341,0.272999124,0,0.007974324,0.012728488,0.252296312
EARLI Fe.3020127-8 Fe,378.6996378,237.5418703,0.627256661,0.050358418,0.185478419,0.235836837,0.002602648,0.004860596,0.008566436,0.219807157
EARLI Fe.3020127-9 Fe,371.2165136,250.8347095,0.675709997,0.070722119,0.313887063,0.384609182,0.010887634,0.008791748,0.019878784,0.345051016
EARLI Fe.3020127_4_Fe,358.3595215,254.3806662,0.709847655,0.031292291,0.159793818,0.191086108,0.011321702,0.008275185,0.015056353,0.156432868
EARLI Fe.3020162-3 Fe,387.9827424,259.5910243,0.669078791,0.077162948,0.167450903,0.244613851,0.009358457,0.011768815,0.023034933,0.200451646
EARLI Fe.3020162-5 Fe,330.6841262,239.8178201,0.725217212,0.077542956,0.263710013,0.34125297,0.002901117,0.00869446,0.028144211,0.301513182
EARLI Fe.3020162-6 Fe,392.4024046,269.4098842,0.686565324,0.113645488,0.161083738,0.274729227,0.002836089,0.026646532,0.032672046,0.21257456
EARLI Fe.3020162_4_Fe,273.3324598,176.9492654,0.64737743,0.062034388,0.131018044,0.193052433,0.014811677,0.006666304,0.023740119,0.147834333
EARLI Fe.3020167-3 Fe,349.2456657,205.487416,0.588374993,0.040080931,0.109115113,0.149196043,0,0.002730672,0.011212012,0.135253359
EARLI Fe.3020167-4 Fe,441.9135299,273.1972338,0.618214233,0.106188849,0.457573246,0.563762094,0.010230748,0.00710559,0.027354475,0.519071281
EARLI Fe.3020167-5 Fe,415.4494834,372.7780026,0.897288401,0.002429155,0.02537696,0.027806115,0.017958677,0,0,0.009847438
EARLI Fe.3020167-6 Fe,441.9443283,272.6623112,0.616960766,0.076850255,0.258933242,0.335783496,0,0.007166553,0.015122843,0.3134941
EARLI Fe.3020167-7 Fe,490.7644112,290.7911507,0.592526972,0.071019571,0.221235997,0.292255568,0.016002754,0.012151871,0.018137758,0.245963185
EARLI Fe.3020167_4_Fe,433.2616509,290.6272955,0.670789337,0.072928366,0.443591376,0.516519742,0.034563028,0.011259025,0.034717491,0.435980198
EARLI Fe.3020168-3 Fe,465.4561308,175.2651385,0.376544913,0.114637421,0.112087862,0.226725283,0.026617829,0.00145856,0.016418578,0.182230316
EARLI Fe.3020168-5 Fe,371.1297364,263.7203544,0.710588046,0.062973869,0.106633377,0.169607245,0.017104675,0.011586686,0.014885338,0.126030546
EARLI Fe.3020168-6 Fe,317.7152753,230.3087901,0.724890517,0.082181034,0.14167971,0.223860745,0.015513519,0.014330567,0.011899126,0.182117533
EARLI Fe.3020168-7 Fe,361.8478968,219.0843895,0.605459895,0.076131643,0.163506035,0.239637679,0,0.010044809,0.020413996,0.209178874
EARLI Fe.3020168_4_Fe,418.0661155,249.7750085,0.597453367,0.083899969,0.128787638,0.212687609,0.006722687,0.010358471,0.023034676,0.172571775
EARLI Fe.3020236-3 Fe,400.2328799,246.4963598,0.615882333,0.058367796,0.066859297,0.125227094,0.013744806,0.001383371,0.003934962,0.106163955
EARLI Fe.3020236-5 Fe,195.5430091,154.6348129,0.790796938,0.033641117,0.290447229,0.324088346,0.002946586,0.018797692,0.022331309,0.280012759
EARLI Fe.3020236-6 Fe,341.3262269,242.2631895,0.709770215,0.06244958,0.218695075,0.281144655,0,0.00464138,0.017046506,0.259456769
EARLI Fe.3020252-3 Fe,296.2148213,232.8255372,0.786002322,0.082144202,0.159191319,0.241335521,0.043452231,0.009879698,0.015023522,0.17298007
EARLI Fe.3020252-5 Fe,410.5794086,346.3358435,0.843529501,0.040476942,0.159343729,0.19982067,0.004134618,0.009096567,0.014054197,0.172535288
EARLI Fe.3020252-6 Fe,192.5514515,142.27132,0.738874305,0.052357778,0.141981989,0.194339767,0,0.011810728,0.015232069,0.16729697
EARLI Fe.3020252_4_Fe,377.9362562,323.4233506,0.855761641,0.071504368,0.211933125,0.283437493,0.063272978,0.01351854,0.017562904,0.189083071
EARLI Fe.3020257-3 Fe,434.284709,372.2050258,0.85705303,0.067338372,0.171716086,0.239054458,0.012237221,0.005354657,0.020238471,0.201224109
EARLI Fe.3020257-4 Fe,475.014791,403.2844897,0.848993542,0.032687287,0.179308116,0.211995404,0,0.003167834,0.01840854,0.19041903
EARLI Fe.3020257-5 Fe,394.8744896,351.0852351,0.889105891,0.023631362,0.181481477,0.205112839,0,0,0.009340422,0.195772417
EARLI Fe.3020257-6 Fe,385.8105502,338.178043,0.876539127,0.045702051,0.179350029,0.22505208,0,0,0.008329947,0.216722133
EARLI Fe.3020258-3 Fe,221.646182,155.2434531,0.700411131,0.352923734,0.440475175,0.793398909,0.111316162,0.088459548,0.145919237,0.447703962
EARLI Fe.3020258-5 Fe,252.0867675,182.5675231,0.724224936,0.170933971,0.373339,0.544272971,0.027986975,0.045999503,0.071627686,0.398658807
EARLI Fe.3020258-6 Fe,418.3384917,292.8784232,0.700099152,0.659253313,0.939006722,1.598260036,0.29050108,0.18669668,0.249583167,0.871479109
EARLI Fe.3020258_4_Fe,252.8037311,203.516713,0.805038407,0.380589823,0.861388982,1.241978805,0.418930248,0.127471424,0.162219598,0.533357535
EARLI Fe.3020263-3 Fe,223.7888375,180.1886219,0.805172518,0.249882906,0.217884764,0.46776767,0.19123493,0.048693597,0.056562251,0.171276892
EARLI Fe.3020263-5 Fe,250.4217188,206.6379929,0.82516003,0.093916574,0.183072125,0.276988699,0.020470133,0.024855466,0.039246742,0.192416358
EARLI Fe.3020263-6 Fe,294.6209661,261.5417813,0.88772291,0.155530441,0.464841914,0.620372354,0.082589492,0.061588211,0.103068008,0.373126643
EARLI Fe.3020263_4_Fe,280.5549178,250.2616206,0.892023645,0.04066183,0.285802694,0.326464524,0.095692404,0.02991471,0.054195056,0.146662354
EARLI Fe.3020275-3 Fe,243.1913535,174.3445664,0.716902817,1.20990234,0.547286871,1.75718921,0.514640734,0.267527873,0.347867546,0.627153057
EARLI Fe.3020275-5 Fe,257.462533,173.9664344,0.675696119,0.283932988,0.396610422,0.680543409,0.096343188,0.088783672,0.09894228,0.396474269
EARLI Fe.3020275-6 Fe,268.3256449,201.8087268,0.752103761,0.588841856,0.511386789,1.100228645,0.133718087,0.150821746,0.229619795,0.586069017
EARLI Fe.3020275_4_Fe,293.3886737,231.2185201,0.788096273,0.353594178,0.499600915,0.853195093,0.121829979,0.081484418,0.143734897,0.506145799
EARLI Fe.3020281-3 Fe,318.2450572,223.9738627,0.703777978,0.112314953,0.23448217,0.346797122,0.023010293,0.032766794,0.032543768,0.258476267
EARLI Fe.3020281-5 Fe,269.9422223,181.3371242,0.67176273,0.134298005,0.225592118,0.359890123,0.037141457,0.028335231,0.040081947,0.254331488
EARLI Fe.3020281-6 Fe,242.4406253,139.1754921,0.574060111,0.086973808,0.250995242,0.33796905,0.019424858,0.018685671,0.027931345,0.271927176
EARLI Fe.3020292-3 Fe,483.0982408,276.9063661,0.573188521,0.183385327,0.370719333,0.55410466,0.006722025,0.019396154,0.063284784,0.464701697
EARLI Fe.3020292-5 Fe,398.2030952,304.2723777,0.764113543,0.065752042,0.128072581,0.193824623,0.00304108,0.021661214,0.02206129,0.147061039
EARLI Fe.3020292-6 Fe,445.1820701,275.1346007,0.618027138,0.137004038,0.292070899,0.429074937,0.025755952,0.028856726,0.05118016,0.323282099
EARLI Fe.3020292_4_Fe,378.3689318,283.9408156,0.750433748,0.073308099,0.159770216,0.233078316,0.05010139,0.022001163,0.017866061,0.143109702
EARLI Fe.3020300-3 Fe,399.4454334,312.907467,0.783354723,0.145822203,0.315966946,0.461789149,0.012419858,0.025355369,0.059020872,0.36499305
EARLI Fe.3020300-5 Fe,189.3718047,142.8288981,0.754224729,0.056117723,0.158373388,0.21449111,0.002782491,0.014299577,0.021725988,0.175683054
EARLI Fe.3020300-6 Fe,318.4150355,243.1199959,0.763531771,0.125378487,0.193678309,0.319056797,0.011128949,0.020631942,0.052569881,0.234726025
EARLI Fe.3020300_4_Fe,349.9380899,232.0066527,0.662993425,0.147592542,0.308460521,0.456053064,0.051539287,0.019762103,0.053154725,0.331596949
EARLI Fe.3020326-3 Fe,371.0531117,288.2010295,0.776710989,0.085252596,0.227055504,0.312308099,0.011404048,0.010354454,0.029676689,0.260872908
EARLI Fe.3020326-5 Fe,331.8840752,295.3545666,0.889932928,0.01628522,0.092685612,0.108970833,0,0.001677776,0.00796391,0.099329147
EARLI Fe.3020326-6 Fe,316.4297885,274.3005153,0.866860597,0.028878317,0.110579007,0.139457324,0,0.004357136,0.005065079,0.130035109
EARLI Fe.3020326_4_Fe,406.4185298,354.8807492,0.873190377,0.025799277,0.099364903,0.12516418,0,0,0.007420787,0.117743393
EARLI Fe.3020331-3 Fe,393.9709773,323.9510676,0.822271401,0.044821377,0.135729385,0.180550763,0.003173168,0.006679859,0.013696543,0.157001193
EARLI Fe.3020331-5 Fe,225.5360197,181.2673585,0.803717999,0.031805851,0.075897949,0.107703801,0.004310652,0.008073899,0.008707414,0.086611836
EARLI Fe.3020331-6 Fe,361.3060324,311.9200286,0.86331254,0.037785896,0.150617771,0.188403667,0,0.013629737,0.021962985,0.152810945
EARLI Fe.3020331_4_Fe,331.8009685,272.1019217,0.820075731,0.06130613,0.191160325,0.252466454,0.011775388,0.029749757,0.023240277,0.187701032
EARLI Fe.3020336-3 Fe,434.0446787,356.6084068,0.821593777,0.022446886,0.083773715,0.106220601,0,0,0.006908219,0.099312382
EARLI Fe.3020336-5 Fe,382.5523708,264.774187,0.692125333,0.018795914,0.077770301,0.096566215,0,0.003078674,0.00555787,0.087929671
EARLI Fe.3020336-6 Fe,528.2877822,397.3844057,0.752211993,0.082482805,0.198591995,0.281074801,0.003247087,0.002332375,0.01158567,0.263909669
EARLI Fe.3020336_4_Fe,493.0641256,431.2365228,0.874605351,0.014699436,0.097838628,0.112538064,0,0.009553112,0.007942133,0.095042819
EARLI Fe.3020347-3 Fe,506.31453,380.4009005,0.751313419,0.094227235,0.580198454,0.674425688,0.027073787,0.024421606,0.0376312,0.585299095
EARLI Fe.3020347-5 Fe,483.9354489,393.2379029,0.81258338,0.056223901,0.263024677,0.319248579,0.008723417,0.003540729,0.011456122,0.295528311
EARLI Fe.3020347-6 Fe,512.4565759,406.8556085,0.793931872,0.051060518,0.344342566,0.395403084,0.009103679,0.001330028,0.003233624,0.381735753
EARLI Fe.3020347_4_Fe,305.0867522,236.9738292,0.776742443,0.125962982,0.267692743,0.393655727,0.013773706,0.016833073,0.048166274,0.314882674
EARLI Fe.3020363-3 Fe-001,500.7585323,400.2646421,0.799316669,0.055498178,0.238477841,0.29397602,0.006665126,0.032680937,0.022028014,0.232601943
EARLI Fe.3020363-3 Fe,508.3458617,414.6316943,0.815648804,0.058897166,0.256716952,0.315614118,0.003858503,0.034213923,0.024618977,0.252922715
EARLI Fe.3020363-5 Fe-001,533.7064823,403.9474915,0.756871998,0.045203671,0.153784335,0.198988006,0.002749723,0.007438351,0.009096059,0.179703873
EARLI Fe.3020363-5 Fe,537.0966342,404.5526742,0.753221392,0.045139151,0.150879154,0.196018305,0.002749977,0.007539703,0.009925675,0.17580295
EARLI Fe.3020363-6 Fe,592.3789456,505.1900759,0.852815718,0.101422492,0.263380046,0.364802538,0.067229399,0.008040876,0.022776091,0.266756172
EARLI Fe.3020363_4_Fe,405.4318406,348.469318,0.859501606,0.031569223,0.155999113,0.187568336,0.004510638,0.003888328,0.003155349,0.176014021
EARLI Fe.3020365-3 Fe (2),403.1733864,300.1399233,0.744443789,0.224533379,0.447254354,0.671787733,0.10145145,0.022000326,0.036589735,0.511746222
EARLI Fe.3020365-3 Fe,411.7679172,302.465949,0.734554433,0.228545562,0.404188989,0.632734551,0.102085728,0.020397231,0.035478669,0.474772923
EARLI Fe.3020365-5 Fe (2),456.4342994,378.7219513,0.829740341,0.134996041,0.34548767,0.480483711,0.028127192,0.026323932,0.061389317,0.36464327
EARLI Fe.3020365-5 Fe,460.4144446,376.3796665,0.817480144,0.143021423,0.334641186,0.47766261,0.018514972,0.027283351,0.066404355,0.365459932
EARLI Fe.3020365-6 Fe (2),404.8068891,306.6882916,0.757616285,0.48370692,0.590916151,1.074623071,0.352432467,0.082598637,0.121311691,0.518280276
EARLI Fe.3020365-6 Fe,414.0231718,307.7274587,0.743261439,0.492409508,0.561683735,1.054093244,0.359493604,0.077669202,0.126114626,0.490815812
EARLI Fe.3020365_4_Fe,354.0144185,308.915024,0.872605769,0.083484047,0.139506174,0.222990221,0.060804977,0.005513469,0.01683858,0.139833195
EARLI Fe.3020367-3 Fe (2),438.4534103,329.4838313,0.751468283,0.133214881,0.348355764,0.481570645,0.041705871,0.05076713,0.037040359,0.352057285
EARLI Fe.3020367-3 Fe,444.4045035,332.1203807,0.747338018,0.128460463,0.325411515,0.453871978,0.04299551,0.049219664,0.036391602,0.325265202
EARLI Fe.3020367-5 Fe (2),435.1110543,329.4930409,0.757261939,0.164849018,0.462798609,0.627647626,0.043101181,0.054633761,0.082397456,0.447515228
EARLI Fe.3020367-5 Fe,443.7794677,337.2818082,0.760021211,0.163812632,0.44999544,0.613808073,0.040650943,0.05889742,0.07912319,0.43513652
EARLI Fe.3020367-6 Fe,392.3335229,314.5590506,0.801764397,0.069742887,0.235518555,0.305261442,0.012093448,0.01454775,0.031686972,0.246933272
EARLI Fe.3020367_4_Fe,421.8942234,376.4484678,0.892281636,0.036456971,0.312174717,0.34863169,0.022369881,0.021399832,0.042802286,0.262059691
EARLI Fe.3020369-3 Fe,337.1814117,244.455882,0.724998098,0.07611437,0.191776492,0.267890862,0,0.008240533,0.014387466,0.245262863
EARLI Fe.3020369-5 Fe,454.295516,349.9284759,0.770266189,0.05530919,0.133630705,0.188939894,0.01359646,0.013704925,0.00819481,0.153443699
EARLI Fe.3020369-6 Fe,332.2234581,259.2867197,0.780458795,0.035575703,0.107948671,0.143524375,0.006234061,0.010651145,0.017464616,0.109174553
EARLI Fe.3020369_4_Fe,388.0677151,303.0551453,0.780933671,0.047867837,0.225288548,0.273156385,0.03044235,0.011856947,0.014907659,0.215949429
EARLI Fe.3020373-3 Fe,351.655026,278.2132291,0.791153854,0.03721944,0.191479547,0.228698987,0,0,0.003256231,0.225442756
EARLI Fe.3020373-4 Fe,281.8058231,202.8472819,0.719812244,0.058068312,0.152865813,0.210934124,0,0.009100631,0.017147858,0.184685635
EARLI Fe.3020373-5 Fe,391.8516695,315.6698453,0.805585046,0.052863778,0.092109504,0.144973281,0.005945498,0.003036253,0.004459505,0.131532025
EARLI Fe.3020373-6 Fe,340.8982147,279.5989303,0.820183029,0.024953262,0.128976624,0.153929885,0,0,0.000687367,0.153242518
EARLI Fe.3020375-3 Fe,508.0198197,388.1874209,0.764118654,0.094008527,0.309760065,0.403768593,0.006039738,0,0.012344924,0.385383931
EARLI Fe.3020375-5 Fe,246.0843138,217.276688,0.882935952,0.018177639,0.14069489,0.158872529,0,0,0.00485323,0.154019299
EARLI Fe.3020375-6 Fe,350.2517039,237.1308397,0.677029796,0.051048325,0.188802218,0.239850543,0,0.005068127,0.015167041,0.219615375
EARLI Fe.3020375_4_Fe,373.9103154,290.7707215,0.777648301,0.020930673,0.116742923,0.137673597,0.007459075,0.003541376,0.007719748,0.118953398
EARLI Fe.3020382-3 Fe,337.5732248,205.732767,0.609446342,0.192744547,0.282635983,0.47538053,0.051736455,0.068501511,0.073263295,0.281879269
EARLI Fe.3020382-5 Fe,365.7060145,279.4165504,0.76404691,0.153372575,0.217907626,0.3712802,0.087761766,0.022676008,0.036698454,0.224143972
