scene_name,TotalTissueArea(sqmm),TotalVilliArea(sqmm),VPD,Area_StainArtifact(sqmm),Area_Hemosiderin(sqmm),Total Stain,Stain>10k,Stain5k-10k,Stain2k-5k,Stain<2k
EARLI Fe.4020297-5 Fe,473.4580324,435.1384721,0.919064505,0.578044906,0.849857775,1.42790268,0.397330557,0.131535581,0.150111771,0.748924771
EARLI Fe.4020297-6 Fe,329.0698238,256.9039745,0.780697457,0.777758128,0.751924192,1.529682321,0.351774312,0.236787365,0.258789977,0.682330667
EARLI Fe.4020297_4_Fe,362.0574637,310.2518644,0.856913323,0.38030817,0.46812715,0.848435321,0.24799594,0.124493354,0.104146441,0.371799586
EARLI Fe.4020299-3 Fe,486.9665115,443.1326759,0.909985934,0.025330984,0.262667785,0.287998768,0.026087697,0,0.007955273,0.253955798
EARLI Fe.4020299-5 Fe,494.9386063,407.1581694,0.822643787,0.059569546,0.120812296,0.180381842,0.023451519,0.004544346,0.009493848,0.142892129
EARLI Fe.4020299-6 Fe,559.3749609,449.5350214,0.803638083,0.034464129,0.09751598,0.131980109,0.006980614,0,0.009004613,0.115994882
EARLI Fe.4020299_4_Fe,462.4676416,360.5826219,0.779692652,0.032785259,0.101509816,0.134295075,0,0.002854552,0.005831573,0.12560895
EARLI Fe.4020306-3 Fe,337.2622338,269.3245369,0.798561208,0.122232753,0.190778463,0.313011216,0.036111423,0.020116289,0.058396754,0.19838675
EARLI Fe.4020306-5 Fe,350.1568863,295.8041389,0.844776015,0.238942437,0.350708715,0.589651151,0.112672353,0.069186846,0.070476485,0.337315467
EARLI Fe.4020306-6 Fe,311.5619404,232.4746519,0.746158698,0.657105862,0.652165759,1.30927162,0.258380757,0.158685573,0.234280989,0.657924301
EARLI Fe.4020306_4_Fe,443.60258,380.1902546,0.857051496,0.076467382,0.203951393,0.280418775,0.041821222,0.013413379,0.024960613,0.200223561
EARLI Fe.4020317-3 Fe,387.1532971,307.7368042,0.794870679,0.227913824,0.507256743,0.735170567,0.026126308,0.051397089,0.128502884,0.529144286
EARLI Fe.4020317-5 Fe,358.9871729,275.1797385,0.766544766,0.373666681,0.459270073,0.832936754,0.159135436,0.118713362,0.14549503,0.409592926
EARLI Fe.4020317-6 Fe,393.2598514,318.0514469,0.808756464,0.365869659,0.394441633,0.760311293,0.180262454,0.119848051,0.134351349,0.325849439
EARLI Fe.4020317_4_Fe,365.3103487,294.6555179,0.806589572,0.090793903,0.244969092,0.335762995,0,0.004450059,0.018626314,0.312686622
EARLI Fe.4020321-3 Fe,540.8517903,373.617531,0.690794665,0.614454035,0.449883165,1.0643372,0.279090173,0.123748213,0.149667243,0.511831571
EARLI Fe.4020321-6 Fe,479.9622642,333.2968322,0.694422993,0.088300788,0.168795664,0.257096452,0.017160305,0.021443269,0.023787582,0.194705296
EARLI Fe.4020321_4_Fe,388.415532,324.8520462,0.836351844,0.049201622,0.198086777,0.247288399,0.00290097,0.011857471,0.032737531,0.199792427
EARLI Fe.4020325-3 Fe,491.5712925,401.3524501,0.816468448,0.147670423,0.269338753,0.417009177,0.096370622,0.023966156,0.028086041,0.268586358
EARLI Fe.4020325-4 Fe,400.698031,310.7886507,0.775618113,0.356865808,0.234505539,0.591371348,0.244051206,0.054960172,0.04279433,0.24956564
EARLI Fe.4020325-6 Fe,454.9000494,384.3454952,0.844900975,0.068756289,0.167190283,0.235946572,0.03419538,0.012404617,0.014649103,0.174697472
EARLI Fe.4020325_4_Fe,405.8411464,320.0396583,0.788583566,0.241166519,0.291074896,0.532241415,0.134530573,0.051881781,0.044673676,0.301155385
EARLI Fe.4020347-3 Fe,414.1760778,319.7690907,0.772060744,0.082254445,0.187605549,0.269859994,0.003589754,0.010311526,0.01718088,0.238777834
EARLI Fe.4020347-5 Fe,386.6490388,315.7807685,0.816711635,0.111998957,0.989421786,1.101420742,0.00275709,0.012023593,0.067012723,1.019627336
EARLI Fe.4020347-6 Fe,480.7531059,432.3131644,0.899241542,0.032155631,0.175702867,0.207858498,0.008212591,0.005600799,0.008687855,0.185357253
EARLI Fe.4020347_4_Fe,537.0549929,495.311443,0.92227323,0.014012612,0.143133304,0.157145917,0.012086675,0.004778392,0.009383439,0.130897411
EARLI Fe.4020355-3 Fe,453.4917834,352.2536741,0.776758669,0.088912712,0.416296916,0.505209629,0.227798247,0.029248418,0.044461437,0.203701527
EARLI Fe.4020355-4 Fe,428.9275975,312.6491393,0.728908891,0.228229312,0.296726758,0.52495607,0.021446063,0.04098853,0.109198938,0.353322539
EARLI Fe.4020355-5 Fe,505.9796404,398.4763301,0.787534316,0.363097583,0.362616731,0.725714314,0.068133696,0.088587572,0.138932019,0.430061027
EARLI Fe.4020355-6 Fe,533.3748217,382.6477986,0.717408815,0.351722492,0.385746157,0.73746865,0.053419565,0.106230507,0.156651159,0.421167419
EARLI Fe.4030023-5 Fe,477.7989374,354.2485349,0.741417586,0.110601107,0.56109518,0.671696287,0,0.007425396,0.02492532,0.639345571
EARLI Fe.4030023-6 Fe,483.1460863,359.6400296,0.744371195,0.088743538,0.4580795,0.546823038,0.015209462,0.005059491,0.024079701,0.502474384
EARLI Fe.4030023-7 Fe,385.5265677,217.4919383,0.564142543,0.080066351,0.239549281,0.319615632,0,0.001559404,0.015285921,0.302770307
EARLI Fe.4030023_4_Fe,472.3937783,369.017888,0.781165851,0.063228921,0.187845006,0.251073926,0.035658169,0.006200816,0.022695853,0.186519088
EARLI Fe.4030042-10 Fe,318.0856207,261.6651439,0.822624875,0.504036836,0.548861262,1.052898098,0.194121059,0.119795978,0.171524812,0.567456249
EARLI Fe.4030042-11 Fe,292.7586296,233.1802987,0.79649334,0.689240664,0.761414484,1.450655148,0.32926189,0.213991715,0.26316464,0.644236903
EARLI Fe.4030042-12 Fe,215.8516003,145.0058515,0.671784927,0.44634523,0.45258615,0.89893138,0.098333912,0.112593354,0.16615593,0.521848184
EARLI Fe.4030042-13 Fe,200.4836625,151.5480044,0.755911991,0.441980728,0.810689778,1.252670505,0.375189252,0.13265376,0.145332714,0.599494779
EARLI Fe.4030042-14 Fe,217.1326114,147.994239,0.681584577,0.209201481,0.389639207,0.598840688,0.049336766,0.062451612,0.073970983,0.413081327
EARLI Fe.4030042-15 Fe,357.2090431,232.7061941,0.651456615,0.221757238,0.393085696,0.614842933,0.110694076,0.057005509,0.067875361,0.379267987
EARLI Fe.4030042-16 Fe,378.5694327,227.0124664,0.599658733,0.170278356,0.306521869,0.476800224,0.093945531,0.043681861,0.045039577,0.294133255
EARLI Fe.4030042-17 Fe,409.1283023,246.404799,0.602267791,0.358460013,0.394429948,0.75288996,0.125060967,0.095848619,0.093512434,0.43846794
EARLI Fe.4030042-18 Fe,400.7504568,245.2536945,0.611986063,0.164974501,0.278604241,0.443578742,0.067114837,0.0236306,0.047132161,0.305701144
EARLI Fe.4030042-19 Fe,413.2551674,272.1737686,0.658609474,0.263368615,0.874422138,1.137790753,0.54258224,0.069129184,0.077065152,0.449014177
EARLI Fe.4030042-3 Fe,392.0113104,325.6669571,0.830759084,0.750700343,0.778334744,1.529035088,0.32824735,0.207616421,0.277282596,0.715888721
EARLI Fe.4030042-5 Fe,289.3780076,203.1193097,0.701916885,0.357683994,0.641912149,0.999596142,0.178179015,0.105756513,0.13932295,0.576337664
EARLI Fe.4030042-6 Fe,459.785676,321.9855096,0.700294782,0.457820657,0.650834715,1.108655372,0.12104345,0.099182325,0.167759533,0.720670064
EARLI Fe.4030042-7 Fe,347.4662219,245.4963107,0.706532881,0.38442375,0.532419568,0.916843319,0.091332469,0.118572637,0.156267341,0.550670872
EARLI Fe.4030042-8 Fe,396.3353755,325.5032413,0.821282332,0.689358781,0.670372356,1.359731137,0.267327963,0.198787333,0.227456087,0.666159754
EARLI Fe.4030042-9 Fe,399.3705083,325.8043153,0.815794628,0.547245974,0.514431425,1.061677399,0.241658884,0.101326474,0.153594585,0.565097456
EARLI Fe.4030042_4_Fe,452.7756164,290.6959763,0.642030988,0.63451935,0.582984522,1.217503872,0.328947211,0.174501646,0.238792402,0.475262613
EARLI Fe.4030045-3 Fe,363.5957913,245.9528049,0.676445687,0.225082562,0.343381623,0.568464185,0.096796353,0.029619536,0.028623285,0.413425011
EARLI Fe.4030045-6 Fe,405.2153359,265.7881742,0.655918349,0.113221028,0.192278173,0.3054992,0.00927133,0.010651907,0.011881852,0.273694111
EARLI Fe.4030045-7 Fe,410.4995284,282.6618804,0.68858028,0.262817654,0.353410937,0.616228591,0.132404316,0.017036853,0.026302849,0.440484573
EARLI Fe.4030045_4_Fe,430.8730354,308.57002,0.716150686,0.035332459,0.120594536,0.155926995,0,0.003276244,0.017468496,0.135182255
EARLI Fe.4030049-3 Fe,363.5539541,260.7857814,0.717323463,0.143823351,0.179416327,0.323239678,0.033225293,0.032346905,0.016319004,0.241348476
EARLI Fe.4030049-4 Fe,405.4584803,258.273756,0.636991871,0.08954445,0.222550022,0.312094472,0.01864579,0.020990866,0.016875299,0.255582517
EARLI Fe.4030049-5 Fe,420.9790883,304.2114639,0.722628445,0.13157597,0.25337588,0.384951849,0.075366039,0.020972577,0.026477358,0.262135875
EARLI Fe.4030049-6 Fe,457.0841008,271.8135239,0.594668516,0.113020609,0.234401901,0.34742251,0.048422562,0.008251456,0.011840194,0.278908298
EARLI Fe.4030049-7 Fe,360.409723,228.6637027,0.634454867,0.093205837,0.236216337,0.329422174,0.002618651,0.018504304,0.016081753,0.292217466
EARLI Fe.4030049_4_Fe,452.3899022,346.1289768,0.765112075,0.064376511,0.368758052,0.433134564,0.009068219,0.001727942,0.02210475,0.400233653
EARLI Fe.4030139-3 Fe-001,366.1989838,296.0941446,0.808560804,0.06607515,0.180715111,0.24679026,0.012215121,0.014416678,0.020485374,0.199673087
EARLI Fe.4030139-3 Fe,365.0789071,296.9698125,0.813440072,0.065580581,0.174494259,0.24007484,0.009702141,0.016048731,0.019695639,0.194628329
EARLI Fe.4030139-5 Fe,310.8410575,257.0686861,0.827010074,0.043773053,0.184032814,0.227805867,0.010417958,0.010365123,0.026018351,0.181004435
EARLI Fe.4030139-6 Fe,284.1664489,204.5279628,0.719747048,0.084405707,0.144142141,0.228547848,0.013976976,0.021574595,0.026397343,0.166598934
EARLI Fe.4030139_4_Fe,489.155191,394.802945,0.807111838,0.111603942,0.464502905,0.576106847,0.063392562,0.043965086,0.063567743,0.405181456
EARLI Fe.EARLi 1020037-4 RECUT Fe,327.2231925,211.8091229,0.647292514,0.071529636,0.138521021,0.210050657,0.018224632,0.031718216,0.02596831,0.134139499
