,scene_name,scene_id,scene_ver,th_BG,Layer.mean.of.Layer.1..unclassified,Layer.mean.of.Layer.2..unclassified,Layer.mean.of.Layer.3..unclassified,th_RL1,th_RL2,th_RL3,2,3,4,5,6,7,8,9,10,11,12
122,LBW.LBW_2011_3,4AA7E500-68CF-11E8-9ECC-D89EF314B0B8,2,191,195.7604739,115.7160122,145.4543174,0.428424769,0.253246249,0.318328982,1,3,1,4,6,5,5,7,6,8,6
123,LBW.LBW_2011_4,4AA7E501-68CF-11E8-9ECC-D89EF314B0B8,2,191,204.4450136,121.1747351,149.3217313,0.430463588,0.255136138,0.314400274,1,3,1,1,6,5,5,7,6,4,6
124,LBW.LBW_2011_5,4AA7E502-68CF-11E8-9ECC-D89EF314B0B8,2,207,199.7623246,125.9918304,155.6012362,0.414999662,0.261743885,0.323256453,1,3,2,1,6,2,5,7,7,4,3
125,LBW.LBW_2095_1,4AA7E503-68CF-11E8-9ECC-D89EF314B0B8,2,219,224.5825141,170.2080222,188.4652315,0.385049796,0.291823985,0.32312622,2,2,3,3,4,3,3,1,4,5,2
126,LBW.LBW_2095_2,4AA7E504-68CF-11E8-9ECC-D89EF314B0B8,2,207,210.3271918,139.7071535,162.8470761,0.410089317,0.272396596,0.317514087,2,3,2,2,3,7,8,4,9,6,3
127,LBW.LBW_2095_3,4AA7E505-68CF-11E8-9ECC-D89EF314B0B8,2,194,194.6815773,116.0603889,143.8582117,0.428247913,0.255302119,0.316449968,1,3,1,4,6,5,5,7,6,8,6
128,LBW.LBW_2095_4,4AA7E506-68CF-11E8-9ECC-D89EF314B0B8,2,193,199.3184529,119.2246599,146.2323148,0.428848947,0.256521005,0.314630047,1,3,1,1,6,5,5,7,6,4,6
129,LBW.LBW_2095_5,4AA7E507-68CF-11E8-9ECC-D89EF314B0B8,2,207,205.139498,132.9231329,158.1408998,0.413418054,0.267880264,0.318701682,2,3,2,1,6,7,5,5,9,4,3
130,LBW.LBW_2562_1,4AA7E508-68CF-11E8-9ECC-D89EF314B0B8,2,230,229.9532637,203.3385537,213.3254559,0.355624994,0.314465082,0.329909925,2,2,3,3,4,3,3,1,4,5,5
131,LBW.LBW_2562_A,4AA7E509-68CF-11E8-9ECC-D89EF314B0B8,2,205,207.2722807,152.6281281,175.8730463,0.386865528,0.284874375,0.328260097,2,2,2,2,3,6,6,4,3,11,9
132,LBW.LBW_2562_B,4AA7E50A-68CF-11E8-9ECC-D89EF314B0B8,2,218,217.4209926,172.0670002,188.9998379,0.375843676,0.297442731,0.326713593,2,2,3,3,4,3,3,1,4,5,2
133,LBW.LBW_2562_C,4AA7E50B-68CF-11E8-9ECC-D89EF314B0B8,2,205,201.2063879,148.0498436,171.5909489,0.386305994,0.284248143,0.329445863,2,2,2,2,3,7,8,4,9,6,9
134,LBW.LBW_2562_Q1,4AA7E50C-68CF-11E8-9ECC-D89EF314B0B8,2,220,205.1116486,174.2235917,192.192594,0.358883043,0.304838332,0.336278624,2,2,3,3,4,3,3,1,4,5,2
135,LBW.LBW_2562_Q2,4AA7E50D-68CF-11E8-9ECC-D89EF314B0B8,2,219,208.1213124,169.1969297,188.1046378,0.368080811,0.299239623,0.332679565,2,2,3,3,4,3,3,1,4,5,2
136,LBW.LBW_2562_Q3,4AA7E50E-68CF-11E8-9ECC-D89EF314B0B8,2,211,208.872979,175.5780174,193.057065,0.361679763,0.304026955,0.334293282,2,2,3,3,4,3,3,1,4,5,2
137,LBW.LBW_2562_Q4,4AA7E50F-68CF-11E8-9ECC-D89EF314B0B8,2,212,198.6907417,166.0881069,182.3810626,0.363131029,0.303545825,0.333323145,2,2,3,3,4,6,6,8,3,11,12
138,LBW.LBW_2734_A,4AA7E511-68CF-11E8-9ECC-D89EF314B0B8,2,212,212.3667245,160.9707602,180.3634937,0.383540454,0.290717854,0.325741692,2,2,3,3,4,6,6,8,3,11,12
139,LBW.LBW_2734_B,4AA7E512-68CF-11E8-9ECC-D89EF314B0B8,2,204,211.8320653,153.3970328,175.6735375,0.391626979,0.283594538,0.324778483,2,2,3,2,3,6,6,4,3,11,9
140,LBW.LBW_2734_C,4AA7E513-68CF-11E8-9ECC-D89EF314B0B8,2,206,203.6169234,148.4696975,168.482494,0.391142919,0.285206504,0.323650576,2,2,2,2,3,7,8,4,9,6,9
141,LBW.LBW_2734_Q1,4AA7E514-68CF-11E8-9ECC-D89EF314B0B8,2,207,196.6690824,142.2292318,164.4410126,0.390728624,0.282571268,0.326700108,2,3,2,2,3,7,8,5,10,6,10
142,LBW.LBW_2734_Q2,4AA7E515-68CF-11E8-9ECC-D89EF314B0B8,2,207,204.448777,153.8886503,175.1554675,0.383226804,0.28845492,0.328318276,2,2,2,2,3,6,6,4,3,11,9
143,LBW.LBW_2734_Q3,4AA7E516-68CF-11E8-9ECC-D89EF314B0B8,2,200,202.2030667,149.8978962,171.5059404,0.386173416,0.28627945,0.327547134,2,2,2,2,3,7,8,4,9,6,9
144,LBW.LBW_2734_Q4,4AA7E517-68CF-11E8-9ECC-D89EF314B0B8,2,200,200.8962014,145.8278109,169.6193227,0.389074842,0.282424118,0.32850104,2,3,2,2,3,7,8,4,9,6,9
145,LBW.LBW_2910_A,50A95F16-68CF-11E8-9ECC-D89EF314B0B8,2,202,164.1506328,113.6311151,141.9220667,0.391110653,0.270741202,0.338148146,1,1,4,4,1,4,7,9,1,3,8
146,LBW.LBW_2910_B,50A95F17-68CF-11E8-9ECC-D89EF314B0B8,2,208,175.4497605,123.5823911,149.7099614,0.390981268,0.275397355,0.333621377,1,1,1,4,5,4,4,3,1,10,8
147,LBW.LBW_2910_C,50A95F18-68CF-11E8-9ECC-D89EF314B0B8,2,212,196.9838162,142.3040737,166.0716245,0.389789468,0.281589778,0.328620754,2,3,2,2,3,7,8,4,10,6,10
148,LBW.LBW_2910_Q1,50A95F19-68CF-11E8-9ECC-D89EF314B0B8,2,189,163.447841,105.9902423,143.9146496,0.395419766,0.256415971,0.348164263,1,1,4,5,1,1,7,6,8,3,11
149,LBW.LBW_2910_Q2,50A95F1A-68CF-11E8-9ECC-D89EF314B0B8,2,185,152.6284409,95.95530124,136.0900467,0.396773696,0.249445905,0.3537804,1,1,4,5,2,1,2,2,5,9,4
150,LBW.LBW_2910_Q3,50A95F1B-68CF-11E8-9ECC-D89EF314B0B8,2,213,191.5298329,140.8101833,177.684869,0.375530368,0.276084927,0.348384705,2,3,2,2,3,7,8,4,10,6,10
151,LBW.LBW_2910_Q4,50A95F1C-68CF-11E8-9ECC-D89EF314B0B8,2,198,179.5920968,118.6276292,157.2996368,0.394257877,0.260422803,0.34531932,1,3,1,4,5,4,4,3,2,2,1
152,LBW.LBW_3033_2,50A95F1E-68CF-11E8-9ECC-D89EF314B0B8,2,197,162.1658611,114.0056716,143.7340756,0.386195988,0.271503093,0.342300919,1,1,4,4,1,4,7,9,8,3,11
153,LBW.LBW_3033_A,50A95F1F-68CF-11E8-9ECC-D89EF314B0B8,2,190,161.7136568,107.2910905,135.3829543,0.399897564,0.265317392,0.334785044,1,1,4,5,1,1,7,6,8,3,11
154,LBW.LBW_3033_B,50A95F20-68CF-11E8-9ECC-D89EF314B0B8,2,192,162.1583788,106.7549898,134.6334903,0.401832836,0.264541744,0.33362542,1,1,4,5,1,1,7,6,8,3,11
155,LBW.LBW_3033_C,50A95F21-68CF-11E8-9ECC-D89EF314B0B8,2,186,155.8150316,99.02488207,127.9974727,0.407000563,0.258660428,0.33433901,1,1,4,5,2,1,2,2,5,9,4
156,LBW.LBW_3033_Q1,50A95F22-68CF-11E8-9ECC-D89EF314B0B8,2,186,168.3843496,107.3368965,128.4990489,0.416565798,0.265540592,0.31789361,1,1,4,5,1,1,7,6,8,1,11
157,LBW.LBW_3033_Q2,50A95F23-68CF-11E8-9ECC-D89EF314B0B8,2,186,171.7027939,106.7498292,127.1641965,0.423312806,0.263179001,0.313508194,1,1,4,5,1,1,7,6,8,1,11
158,LBW.LBW_3033_Q3,50A95F24-68CF-11E8-9ECC-D89EF314B0B8,2,192,172.4423543,115.6628393,139.2781437,0.403484037,0.270630203,0.32588576,1,1,4,4,1,4,7,6,8,3,11
159,LBW.LBW_3033_Q4,50A95F25-68CF-11E8-9ECC-D89EF314B0B8,2,196,170.8760409,111.9101397,134.966942,0.409035939,0.267885825,0.323078236,1,1,4,4,1,4,7,6,8,3,11
160,LBW.LBW_3129_Q1,50A95F27-68CF-11E8-9ECC-D89EF314B0B8,2,199,188.8240306,124.2371063,152.8225829,0.405302917,0.266669774,0.328027309,1,3,1,1,6,2,5,7,6,4,7
161,LBW.LBW_3129_Q2,50A95F28-68CF-11E8-9ECC-D89EF314B0B8,2,200,193.2146185,140.1224761,165.8653937,0.387046585,0.280692663,0.332260751,2,3,2,1,3,7,8,5,10,7,10
162,LBW.LBW_3129_Q3,50A95F29-68CF-11E8-9ECC-D89EF314B0B8,2,182,144.0113448,91.82493387,124.3229982,0.399854603,0.254956459,0.345188938,1,1,4,5,2,1,2,2,5,9,4
163,LBW.LBW_3129_Q4,50A95F2A-68CF-11E8-9ECC-D89EF314B0B8,2,189,155.9043024,101.4286239,134.442415,0.397943122,0.258894864,0.343162014,1,1,4,5,2,1,7,2,8,3,11
164,LBW.LBW_3249_A,50A95F2C-68CF-11E8-9ECC-D89EF314B0B8,2,173,161.2492499,90.28997209,123.8900898,0.429506287,0.240497929,0.329995783,1,1,4,5,2,1,2,2,5,9,4
165,LBW.LBW_3249_B,50A95F2D-68CF-11E8-9ECC-D89EF314B0B8,2,183,166.992696,100.0436497,133.9229498,0.416482915,0.249510738,0.334006347,1,1,4,5,1,1,7,6,8,1,11
166,LBW.LBW_3249_C,50A95F2E-68CF-11E8-9ECC-D89EF314B0B8,2,178,156.395943,87.71160391,121.2226132,0.428094803,0.240088592,0.331816604,1,1,4,5,2,1,2,2,5,9,4
167,LBW.LBW_3249_Q1,50A95F2F-68CF-11E8-9ECC-D89EF314B0B8,2,195,162.8016128,116.1613221,150.796589,0.378820256,0.270293771,0.350885974,1,1,1,4,5,4,7,9,1,3,8
168,LBW.LBW_3249_Q2,50A95F30-68CF-11E8-9ECC-D89EF314B0B8,2,197,161.0169745,110.6344478,145.8535512,0.385664806,0.264989533,0.349345662,1,1,4,4,1,4,7,9,8,3,11
169,LBW.LBW_3249_Q3,50A95F31-68CF-11E8-9ECC-D89EF314B0B8,2,199,155.8750702,108.8544449,142.8161188,0.382472678,0.267097561,0.35042976,1,1,4,5,1,4,7,9,8,3,11
170,LBW.LBW_3249_Q4,50A95F32-68CF-11E8-9ECC-D89EF314B0B8,2,183,146.602648,96.48814094,130.9417007,0.391951641,0.257967272,0.350081087,1,1,4,5,2,1,2,2,5,9,4
171,LGB.LGB_1597_1,50A95F33-68CF-11E8-9ECC-D89EF314B0B8,2,190,201.8412605,123.0931397,160.464661,0.415825404,0.253591631,0.330582965,1,3,2,1,6,2,5,7,7,4,3
172,LGB.LGB_1597_4,50A95F36-68CF-11E8-9ECC-D89EF314B0B8,2,185,205.4120032,124.6069002,161.9523552,0.417528463,0.253280853,0.329190684,1,3,2,1,6,2,5,7,7,4,3
173,LGB.LGB_1597_5,50A95F37-68CF-11E8-9ECC-D89EF314B0B8,2,197,206.2755128,125.1817163,160.5810993,0.419226513,0.254414563,0.326358924,1,3,2,1,6,2,5,7,7,4,3
174,LGB.LGB_1653_3,50A95F3B-68CF-11E8-9ECC-D89EF314B0B8,2,185,163.701937,100.6182637,145.4994704,0.399448705,0.245518385,0.35503291,1,1,4,5,1,1,7,6,8,3,11
175,LGB.LGB_1653_4,50A95F3C-68CF-11E8-9ECC-D89EF314B0B8,2,196,180.2852145,114.9566223,157.9068781,0.397849996,0.253684096,0.348465907,1,1,1,4,5,4,4,3,2,2,1
176,LGB.LGB_1653_5,50A95F3D-68CF-11E8-9ECC-D89EF314B0B8,2,184,166.2023057,106.3688966,149.8751544,0.393428191,0.251792671,0.354779138,1,1,4,5,1,4,7,6,8,3,11
177,LGB.LGB_1751_1,50A95F3E-68CF-11E8-9ECC-D89EF314B0B8,2,194,198.9170495,139.654309,176.1731366,0.38643842,0.271308018,0.342253561,2,3,2,2,3,7,8,4,10,6,9
178,LGB.LGB_1751_2,50A95F3F-68CF-11E8-9ECC-D89EF314B0B8,2,196,183.6333589,121.0070811,159.5299261,0.395616292,0.260695404,0.343688304,1,3,1,1,5,2,1,3,2,2,7
179,LGB.LGB_1751_5,50A95F42-68CF-11E8-9ECC-D89EF314B0B8,2,192,193.3281994,135.4716442,171.0341962,0.386784781,0.27103325,0.34218197,2,3,2,1,6,2,1,5,7,7,10
180,LGB.LGB_2960_Q1,50A95F45-68CF-11E8-9ECC-D89EF314B0B8,2,199,174.9713465,123.7185774,156.1988355,0.38464645,0.271975455,0.343378095,1,3,1,4,5,4,4,3,1,10,8
181,LGB.LGB_2960_Q3,50A95F46-68CF-11E8-9ECC-D89EF314B0B8,2,195,179.3224616,120.2092472,147.6557416,0.401000657,0.268811764,0.330187579,1,1,1,4,5,4,4,3,2,2,1
182,LGB.LGB_2960_Q4,50A95F47-68CF-11E8-9ECC-D89EF314B0B8,2,194,170.883933,114.1357426,144.0646854,0.398252531,0.265998375,0.335749094,1,1,1,4,1,4,7,6,8,3,1
183,Lobes.Lobes_1567_3,56BED7E9-68CF-11E8-9ECC-D89EF314B0B8,2,179,180.2059284,103.4227766,141.5348648,0.423850822,0.243254088,0.33289509,1,1,4,5,1,1,7,6,8,1,11
184,Lobes.Lobes_1567_4,56BED7EA-68CF-11E8-9ECC-D89EF314B0B8,2,191,165.464936,104.6316721,141.607706,0.401902361,0.254142764,0.343954875,1,1,4,5,1,1,7,6,8,3,11
185,Lobes.Lobes_1567_5,56BED7EB-68CF-11E8-9ECC-D89EF314B0B8,2,182,172.9197862,105.148108,143.0148438,0.410655129,0.249708902,0.339635969,1,1,4,5,1,1,7,6,8,1,11
186,Lobes.Lobes_1748_1,56BED7EC-68CF-11E8-9ECC-D89EF314B0B8,2,192,189.2476676,122.1329172,159.4814865,0.401917417,0.259381515,0.338701068,1,3,1,1,6,2,5,3,7,2,7
187,Lobes.Lobes_1748_2,56BED7ED-68CF-11E8-9ECC-D89EF314B0B8,2,192,188.0173115,120.2962514,156.7688799,0.404266629,0.258655757,0.337077613,1,3,1,1,6,5,4,3,2,2,7
188,Lobes.Lobes_1748_3,56BED7EE-68CF-11E8-9ECC-D89EF314B0B8,2,195,189.7657437,122.6090663,162.6698761,0.399469248,0.258100069,0.342430683,1,3,1,1,6,2,1,3,7,7,7
189,Lobes.Lobes_2084_Q1,56BED7F2-68CF-11E8-9ECC-D89EF314B0B8,2,212,212.4532708,169.9954755,188.5459735,0.372075719,0.297718122,0.330206159,2,2,3,3,4,3,3,1,4,5,2
190,Lobes.Lobes_2084_Q2,56BED7F3-68CF-11E8-9ECC-D89EF314B0B8,2,216,217.3054762,181.1745946,198.307442,0.364125374,0.303583086,0.332291541,2,2,3,3,4,3,3,1,4,5,5
191,Lobes.Lobes_2084_Q3,56BED7F4-68CF-11E8-9ECC-D89EF314B0B8,2,225,225.6906801,189.9803023,205.8325982,0.363136573,0.305678532,0.331184895,2,2,3,3,4,3,3,1,4,5,5
192,Lobes.Lobes_2084_Q4,56BED7F5-68CF-11E8-9ECC-D89EF314B0B8,2,217,217.2333084,180.7552559,198.4756072,0.364201772,0.303044616,0.332753612,2,2,3,3,4,3,3,1,4,5,5
193,Lobes.Lobes_2097_A,56BED7F7-68CF-11E8-9ECC-D89EF314B0B8,2,213,214.88236,160.4089511,180.433376,0.386670531,0.288648237,0.324681232,2,2,3,3,4,6,6,8,3,11,12
194,Lobes.Lobes_2097_B,56BED7F8-68CF-11E8-9ECC-D89EF314B0B8,2,214,217.1150948,174.669184,190.1447324,0.373095499,0.300155484,0.326749017,2,2,3,3,4,3,3,1,4,5,2
195,Lobes.Lobes_2097_C,56BED7F9-68CF-11E8-9ECC-D89EF314B0B8,2,214,212.9540752,156.0176196,175.4879952,0.391129186,0.286554951,0.322315864,2,2,3,3,4,6,6,8,3,11,12
196,Lobes.Lobes_2097_Q1,56BED7FA-68CF-11E8-9ECC-D89EF314B0B8,2,214,218.4399961,173.7636589,190.9472994,0.374585679,0.297973719,0.327440602,2,2,3,3,4,3,3,1,4,5,2
197,Lobes.Lobes_2097_Q2,56BED7FB-68CF-11E8-9ECC-D89EF314B0B8,2,217,216.3699585,167.1019241,184.7243046,0.380801497,0.294091949,0.325106554,2,2,3,3,4,3,3,8,4,5,2
198,Lobes.Lobes_2097_Q3,56BED7FC-68CF-11E8-9ECC-D89EF314B0B8,2,199,206.5055412,164.682177,179.7255008,0.374842233,0.298925804,0.326231963,2,2,3,3,4,6,6,8,3,11,12
199,Lobes.Lobes_2097_Q4,56BED7FD-68CF-11E8-9ECC-D89EF314B0B8,2,216,222.7355176,174.195227,193.1806055,0.377446591,0.295190436,0.327362972,2,2,3,3,4,3,3,1,4,5,5
200,Lobes.Lobes_2602_A,56BED7FF-68CF-11E8-9ECC-D89EF314B0B8,2,217,215.654643,166.7329814,185.8127515,0.379539775,0.293440463,0.327019762,2,2,3,3,4,3,3,8,4,5,2
201,Lobes.Lobes_2602_B,56BED800-68CF-11E8-9ECC-D89EF314B0B8,2,219,220.655686,175.3641722,193.0034834,0.374612805,0.297720243,0.327666953,2,2,3,3,4,3,3,1,4,5,5
202,Lobes.Lobes_2602_C,56BED801-68CF-11E8-9ECC-D89EF314B0B8,2,215,222.0651237,167.9306749,187.0558466,0.384827122,0.291014983,0.324157895,2,2,3,3,4,3,3,1,4,5,2
203,Lobes.Lobes_2602_Q1,56BED802-68CF-11E8-9ECC-D89EF314B0B8,2,220,217.2853503,175.0930946,193.4472337,0.370904449,0.298882587,0.330212964,2,2,3,3,4,3,3,1,4,5,2
204,Lobes.Lobes_2602_Q2,56BED803-68CF-11E8-9ECC-D89EF314B0B8,2,217,213.7938007,172.9672766,191.3214072,0.369832691,0.299208645,0.330958665,2,2,3,3,4,3,3,1,4,5,2
205,Lobes.Lobes_2602_Q3,56BED804-68CF-11E8-9ECC-D89EF314B0B8,2,216,213.9285597,171.4105229,190.4562606,0.371535759,0.297693486,0.330770755,2,2,3,3,4,3,3,1,4,5,2
206,Lobes.Lobes_2602_Q4,56BED805-68CF-11E8-9ECC-D89EF314B0B8,2,216,213.6747114,168.5272315,188.0435759,0.374706516,0.295534513,0.329758972,2,2,3,3,4,3,3,1,4,5,2
207,Lobes.Lobes_2791_2,56BED807-68CF-11E8-9ECC-D89EF314B0B8,2,184,182.1618185,111.3204516,148.5456431,0.412104786,0.251840321,0.336054893,1,1,1,4,1,4,4,6,2,2,1
208,Lobes.Lobes_2791_A,56BED808-68CF-11E8-9ECC-D89EF314B0B8,2,200,185.8549421,137.6067176,161.1784259,0.383490651,0.283935897,0.332573451,1,3,2,1,6,2,1,5,7,7,10
209,Lobes.Lobes_2791_B,56BED809-68CF-11E8-9ECC-D89EF314B0B8,2,208,198.3018268,155.1995507,174.712069,0.375419876,0.293819765,0.330760359,2,2,2,2,3,6,6,4,3,6,9
210,Lobes.Lobes_2791_C,56BED80A-68CF-11E8-9ECC-D89EF314B0B8,2,208,187.8013798,145.5042964,168.2602797,0.374430078,0.290100025,0.335469897,2,3,2,2,3,7,8,5,10,6,10
211,Lobes.Lobes_2791_Q1,56BED80B-68CF-11E8-9ECC-D89EF314B0B8,2,181,173.2775162,108.3296733,146.8815061,0.40439227,0.252818043,0.342789688,1,1,4,4,1,4,7,6,8,1,11
212,Lobes.Lobes_2791_Q2,56BED80C-68CF-11E8-9ECC-D89EF314B0B8,2,190,178.222817,113.9539821,153.6435226,0.39976378,0.255605177,0.344631043,1,1,1,4,5,4,4,3,2,2,1
213,Lobes.Lobes_2791_Q3,56BED80D-68CF-11E8-9ECC-D89EF314B0B8,2,187,174.4012082,117.7798265,154.3893916,0.390534612,0.263743006,0.345722382,1,1,1,4,5,4,4,3,2,2,1
214,Lobes.Lobes_2791_Q4,56BED80E-68CF-11E8-9ECC-D89EF314B0B8,2,187,171.6442628,105.3391878,146.8693082,0.404962005,0.248527786,0.346510209,1,1,4,4,1,4,7,6,8,1,11
215,Lobes.Lobes_2883_Q1,56BED810-68CF-11E8-9ECC-D89EF314B0B8,2,191,188.0795407,117.3690038,152.6874106,0.410532154,0.256188152,0.333279693,1,3,1,4,5,5,4,7,2,2,6
216,Lobes.Lobes_2883_Q2,56BED811-68CF-11E8-9ECC-D89EF314B0B8,2,190,182.534448,105.9726373,141.5415168,0.424450741,0.246420141,0.329129117,1,1,1,4,1,5,4,6,8,8,1
217,Lobes.Lobes_2883_Q3,56BED812-68CF-11E8-9ECC-D89EF314B0B8,2,190,185.2826059,109.7738228,145.1105726,0.420937066,0.249391305,0.32967163,1,1,1,4,1,5,4,6,2,8,1
218,Lobes.Lobes_2883_Q4,56BED813-68CF-11E8-9ECC-D89EF314B0B8,2,189,191.5693363,121.4378566,156.5336491,0.407992914,0.258631083,0.333376003,1,3,1,1,6,5,5,7,6,4,7
219,Lobes.Lobes_3296_2,56BED815-68CF-11E8-9ECC-D89EF314B0B8,2,207,194.621118,136.7488019,167.9731939,0.389754284,0.27385739,0.336388326,2,3,2,2,3,7,8,5,10,6,10
220,Lobes.Lobes_3296_A,56BED816-68CF-11E8-9ECC-D89EF314B0B8,2,197,193.7889221,137.5118151,165.9552745,0.3897166,0.276541282,0.333742118,2,3,2,1,6,2,8,5,7,7,10
221,Lobes.Lobes_3296_B,56BED817-68CF-11E8-9ECC-D89EF314B0B8,2,197,186.1575047,133.6531487,164.7053327,0.384213339,0.27584879,0.339937871,1,3,2,1,6,2,1,5,7,7,7
222,Lobes.Lobes_3296_C,56BED818-68CF-11E8-9ECC-D89EF314B0B8,2,194,180.6500456,132.3349148,162.976046,0.379547995,0.278037304,0.342414702,1,3,1,1,6,2,1,5,7,7,7
223,Lobes.Lobes_3296_E,56BED819-68CF-11E8-9ECC-D89EF314B0B8,2,195,185.1859172,129.0571637,161.4396151,0.389305557,0.271309351,0.339385091,1,3,1,1,6,2,1,5,7,7,7
224,Lobes.Lobes_3296_Q1,56BED81A-68CF-11E8-9ECC-D89EF314B0B8,2,194,186.6171393,130.5994359,162.6265457,0.388912816,0.272171112,0.338916072,1,3,1,1,6,2,1,5,7,7,7
225,Lobes.Lobes_3296_Q2,56BED81B-68CF-11E8-9ECC-D89EF314B0B8,2,199,190.3546732,133.2780255,165.0408672,0.389533395,0.272734264,0.337732341,1,3,2,1,6,2,1,5,7,7,10
226,Lobes.Lobes_3296_Q3,56BED81C-68CF-11E8-9ECC-D89EF314B0B8,2,193,186.5922768,128.3044356,160.7945976,0.392254962,0.269722051,0.338022987,1,3,1,1,6,2,1,5,7,7,7
227,Lobes.Lobes_3296_Q4,5CB85812-68CF-11E8-9ECC-D89EF314B0B8,2,199,183.2636957,126.4298697,158.0032674,0.391842927,0.270324409,0.337832665,1,3,1,1,6,2,1,3,7,7,7
228,MC.MC_1808_3,5CB85815-68CF-11E8-9ECC-D89EF314B0B8,2,198,188.5547689,131.5105494,173.0267783,0.3823926,0.266705855,0.350901545,2,3,2,1,6,2,1,5,7,7,10
229,MC.MC_1808_4,5CB85816-68CF-11E8-9ECC-D89EF314B0B8,2,192,179.9422191,120.2438859,160.4717979,0.390620063,0.261026426,0.348353511,1,3,1,4,5,4,4,3,2,2,7
230,MC.MC_1808_5,5CB85817-68CF-11E8-9ECC-D89EF314B0B8,2,198,183.3489212,125.1998862,166.9619786,0.385583096,0.263295576,0.351121328,1,3,1,1,6,2,1,5,7,7,7
231,MC.MC_1975_3,5CB8581A-68CF-11E8-9ECC-D89EF314B0B8,2,192,193.0434403,129.4161049,161.0736307,0.399235151,0.267646795,0.333118054,1,3,2,1,6,2,5,5,7,7,7
232,MC.MC_1975_4,5CB8581B-68CF-11E8-9ECC-D89EF314B0B8,2,194,194.4942169,132.2812856,164.9812703,0.395508975,0.268997384,0.335493641,1,3,2,1,6,2,1,5,7,7,3
233,MC.MC_1975_5,5CB8581C-68CF-11E8-9ECC-D89EF314B0B8,2,191,196.321618,139.4690326,171.4985584,0.387001368,0.27493002,0.338068611,2,3,2,2,3,7,8,5,10,6,10
234,MC.MC_1975_6,5CB8581D-68CF-11E8-9ECC-D89EF314B0B8,2,200,201.2371781,134.9710335,168.5221541,0.39870234,0.267412152,0.333885507,2,3,2,2,3,7,8,5,9,6,3
235,MC.MC_1975_7,5CB8581E-68CF-11E8-9ECC-D89EF314B0B8,2,197,204.7949467,131.2494702,165.6927399,0.408171777,0.261590094,0.330238129,2,3,2,1,6,7,5,5,9,4,3
236,MC.MC_2022_3,5CB85821-68CF-11E8-9ECC-D89EF314B0B8,2,198,182.5826748,113.663587,143.7163506,0.414995888,0.258348286,0.326655826,1,1,1,4,5,5,4,3,2,8,1
237,MC.MC_2022_4,5CB85822-68CF-11E8-9ECC-D89EF314B0B8,2,201,192.4276989,120.4368177,150.9462977,0.414884028,0.259667981,0.325447991,1,3,1,1,6,5,5,7,6,4,6
238,MC.MC_2022_5,5CB85823-68CF-11E8-9ECC-D89EF314B0B8,2,199,205.6161464,144.2597047,170.6872251,0.394987958,0.27712243,0.327889612,2,3,2,2,3,7,8,4,9,6,9
239,MC.MC_2082_3,5CB85826-68CF-11E8-9ECC-D89EF314B0B8,2,174,175.0969927,87.7466135,117.2686581,0.46064547,0.230843942,0.308510588,1,1,4,5,2,1,2,2,5,9,4
240,MC.MC_2082_4,5CB85827-68CF-11E8-9ECC-D89EF314B0B8,2,179,176.4276388,90.21216129,120.5963985,0.4556073,0.232964174,0.311428526,1,1,4,5,2,1,2,2,5,1,4
241,MC.MC_2082_5,5CB85828-68CF-11E8-9ECC-D89EF314B0B8,2,186,197.0198218,126.0541726,151.5352059,0.415120107,0.265595721,0.319284173,1,3,1,1,6,5,5,7,6,4,6
242,MC.MC_2115_3,5CB8582B-68CF-11E8-9ECC-D89EF314B0B8,2,207,201.1356593,130.5636459,158.3002925,0.410481274,0.266456639,0.323062087,2,3,2,1,6,2,5,5,7,4,3
243,MC.MC_2115_4,5CB8582C-68CF-11E8-9ECC-D89EF314B0B8,2,209,212.8109904,131.9294185,159.8571384,0.421744005,0.261454736,0.316801259,2,3,2,2,3,7,8,4,9,4,3
244,Normal.Normal_1577_1,5CB8582E-68CF-11E8-9ECC-D89EF314B0B8,2,201,201.8780494,132.5226572,167.9555714,0.4018623,0.263802132,0.334335568,2,3,2,1,6,7,8,5,9,6,3
245,Normal.Normal_1577_3,5CB85830-68CF-11E8-9ECC-D89EF314B0B8,2,198,202.7673035,124.8064698,159.3782077,0.416401024,0.25630139,0.327297586,1,3,2,1,6,2,5,7,7,4,3
246,Normal.Normal_1577_5,5CB85832-68CF-11E8-9ECC-D89EF314B0B8,2,201,204.0233649,128.0037986,163.5325398,0.411702896,0.258301467,0.329995637,2,3,2,1,6,2,5,5,7,4,3
247,Normal.Normal_1577_6,5CB85833-68CF-11E8-9ECC-D89EF314B0B8,2,200,189.8998083,133.8556627,167.4415352,0.386606201,0.272509118,0.340884682,2,3,2,1,6,2,1,5,7,7,10
248,Normal.Normal_1577_7,5CB85834-68CF-11E8-9ECC-D89EF314B0B8,2,201,186.2394534,130.6131919,165.8613665,0.385817376,0.2705809,0.343601724,1,3,2,1,6,2,1,5,7,7,7
249,Normal.Normal_1616_2,5CB85836-68CF-11E8-9ECC-D89EF314B0B8,2,191,209.2828966,122.8290444,153.9941347,0.430529276,0.252679509,0.316791216,1,3,2,1,6,5,5,7,6,4,3
250,Normal.Normal_1616_4,5CB85838-68CF-11E8-9ECC-D89EF314B0B8,2,201,208.2448311,127.4667006,160.6481969,0.419544171,0.256803067,0.323652762,2,3,2,1,6,2,5,7,9,4,3
