,scene_name,scene_id,scene_ver,th_BG,Layer.mean.of.Layer.1..unclassified,Layer.mean.of.Layer.2..unclassified,Layer.mean.of.Layer.3..unclassified,th_RL1,th_RL2,th_RL3,2,3,4,5,6,7,8,9,10,11,12
251,Normal.Normal_1616_5,5CB85839-68CF-11E8-9ECC-D89EF314B0B8,2,198,204.6248532,145.400745,170.0739802,0.393433992,0.279563282,0.327002727,2,3,2,2,3,7,8,4,9,6,9
252,Normal.Normal_1616_6,5CB8583A-68CF-11E8-9ECC-D89EF314B0B8,2,192,175.814566,111.0391665,148.6657914,0.403689287,0.254957953,0.34135276,1,1,1,4,1,4,4,6,2,2,1
253,Normal.Normal_1616_7,5CB8583B-68CF-11E8-9ECC-D89EF314B0B8,2,188,165.9622008,104.306873,141.7340426,0.402817829,0.253170107,0.344012064,1,1,4,5,1,1,7,6,8,3,11
254,Normal.Normal_1618_1,5CB8583C-68CF-11E8-9ECC-D89EF314B0B8,2,194,199.5606637,123.4191763,158.4787373,0.414491865,0.25634433,0.329163805,1,3,1,1,6,2,5,7,7,4,3
255,Normal.Normal_1618_2,5CB8583D-68CF-11E8-9ECC-D89EF314B0B8,2,190,200.9622282,126.3477809,161.3370839,0.411262506,0.258566525,0.330170968,1,3,2,1,6,2,5,7,7,4,3
256,Normal.Normal_1618_3,5CB8583E-68CF-11E8-9ECC-D89EF314B0B8,2,194,199.9073852,115.8896278,151.054918,0.428202974,0.248236368,0.323560658,1,3,1,1,6,5,5,7,6,4,6
257,Normal.Normal_1623_1,5CB85840-68CF-11E8-9ECC-D89EF314B0B8,2,186,179.2239414,115.5351563,156.314131,0.397327817,0.256133925,0.346538258,1,1,1,4,5,4,4,3,2,2,1
258,Normal.Normal_1623_2,5CB85841-68CF-11E8-9ECC-D89EF314B0B8,2,188,177.3863096,116.8933064,157.9331619,0.392262931,0.258491825,0.349245244,1,1,1,4,5,4,4,3,2,2,1
259,Normal.Normal_1623_3,5CB85842-68CF-11E8-9ECC-D89EF314B0B8,2,191,174.1081414,104.885088,146.2015952,0.409478506,0.246675364,0.343846131,1,1,4,4,1,4,7,6,8,1,11
260,Normal.Normal_1668_3,62C89AAA-68CF-11E8-9ECC-D89EF314B0B8,2,195,183.9782843,112.5513583,157.9025244,0.404853128,0.247674717,0.347472155,1,1,1,4,5,5,4,3,2,2,1
261,Normal.Normal_1668_4,62C89AAB-68CF-11E8-9ECC-D89EF314B0B8,2,193,179.2141074,114.1907859,151.2406388,0.403049383,0.256813074,0.340137543,1,1,1,4,5,4,4,3,2,2,1
262,Normal.Normal_1668_5,62C89AAC-68CF-11E8-9ECC-D89EF314B0B8,2,181,169.1292445,108.6435332,147.8257023,0.397391561,0.255272371,0.347336067,1,1,4,5,1,4,7,6,8,3,11
263,Normal.Normal_1721_2,62C89AAE-68CF-11E8-9ECC-D89EF314B0B8,2,186,172.0139991,108.8126913,147.1209981,0.401950995,0.254266337,0.343782668,1,1,4,4,1,4,7,6,8,3,11
264,Normal.Normal_1721_3,62C89AAF-68CF-11E8-9ECC-D89EF314B0B8,2,187,188.0660979,124.8380245,164.67535,0.393790162,0.261397384,0.344812454,1,3,1,1,6,2,1,3,7,7,7
265,Normal.Normal_1721_4,62C89AB0-68CF-11E8-9ECC-D89EF314B0B8,2,200,188.514999,127.2582818,165.4908212,0.391708,0.264425045,0.343866955,1,3,2,1,6,2,1,5,7,7,7
266,Normal.Normal_1721_5,62C89AB1-68CF-11E8-9ECC-D89EF314B0B8,2,219,213.0741885,154.9324464,190.513795,0.381497573,0.277397993,0.341104434,2,2,3,3,4,6,6,8,3,11,12
267,Normal.Normal_1721_6,62C89AB2-68CF-11E8-9ECC-D89EF314B0B8,2,204,192.5128495,131.8077994,164.7808899,0.393605078,0.269489644,0.336905278,2,3,2,1,6,2,1,5,7,7,10
268,Normal.Normal_1721_7,62C89AB3-68CF-11E8-9ECC-D89EF314B0B8,2,198,192.9872955,126.0869775,158.1087814,0.40443032,0.264231884,0.331337796,1,3,1,1,6,2,5,7,7,4,7
269,Normal.Normal_1831_1,62C89AB4-68CF-11E8-9ECC-D89EF314B0B8,2,191,187.252151,110.7653181,148.4122721,0.419443719,0.248113662,0.332442618,1,1,1,4,5,5,4,7,2,8,1
270,Normal.Normal_1831_2,62C89AB5-68CF-11E8-9ECC-D89EF314B0B8,2,199,199.911987,119.8847095,156.3628508,0.419842442,0.251774243,0.328383315,1,3,1,1,6,5,5,7,6,4,6
271,Normal.Normal_1831_3,62C89AB6-68CF-11E8-9ECC-D89EF314B0B8,2,195,189.2696651,108.9986849,145.9617869,0.42606219,0.245365354,0.328572456,1,1,1,4,5,5,4,7,6,8,6
272,Normal.Normal_1831_6,62C89AB9-68CF-11E8-9ECC-D89EF314B0B8,2,200,189.629097,119.5918084,152.2827224,0.410894055,0.259135143,0.329970802,1,3,1,1,6,5,5,7,6,4,6
273,Normal.Normal_1831_7,62C89ABA-68CF-11E8-9ECC-D89EF314B0B8,2,202,197.2437775,130.1182044,161.8046685,0.40322409,0.265999745,0.330776165,1,3,2,1,6,2,5,5,7,4,3
274,Normal.Normal_1945_3,62C89ABB-68CF-11E8-9ECC-D89EF314B0B8,2,201,195.7852513,125.6248622,154.7431437,0.411181166,0.263832832,0.324986003,1,3,1,1,6,2,5,7,7,4,3
275,Normal.Normal_1945_5,62C89ABC-68CF-11E8-9ECC-D89EF314B0B8,2,203,192.2173335,120.2314112,150.5761105,0.415133942,0.259665134,0.325200924,1,3,1,1,6,5,5,7,6,4,6
276,Normal.Normal_2156_Q1,62C89ABE-68CF-11E8-9ECC-D89EF314B0B8,2,213,218.05036,183.5043708,198.1069502,0.363622301,0.306013168,0.330364531,2,2,3,3,4,3,3,1,4,5,5
277,Normal.Normal_2156_Q3,62C89ABF-68CF-11E8-9ECC-D89EF314B0B8,2,204,215.3604231,180.1872761,195.0410065,0.364653812,0.305097734,0.330248453,2,2,3,3,4,3,3,1,4,5,5
278,Normal.Normal_2156_Q4,62C89AC0-68CF-11E8-9ECC-D89EF314B0B8,2,202,218.7696083,177.4486535,197.2195233,0.368647925,0.299018125,0.33233395,2,2,3,3,4,3,3,1,4,5,5
279,Normal.Normal_2710_Q1,62C89AC2-68CF-11E8-9ECC-D89EF314B0B8,2,201,208.4721203,163.8436889,181.4762207,0.376444783,0.295857795,0.327697422,2,2,3,3,4,6,6,8,3,11,12
280,Normal.Normal_2710_Q2,62C89AC3-68CF-11E8-9ECC-D89EF314B0B8,2,204,206.8472256,159.5693863,177.4957731,0.38029512,0.293373328,0.326331553,2,2,3,2,3,6,6,8,3,11,12
281,Normal.Normal_2710_Q3,62C89AC4-68CF-11E8-9ECC-D89EF314B0B8,2,214,210.0473017,176.6271576,190.9926051,0.363613082,0.305759439,0.330627479,2,2,3,3,4,3,3,1,4,5,2
282,Normal.Normal_2710_Q4,62C89AC5-68CF-11E8-9ECC-D89EF314B0B8,2,191,202.2280388,153.4092869,171.2056654,0.383848779,0.291185969,0.324965252,2,2,2,2,3,7,8,4,9,6,9
283,Normal.Normal_2741_A,62C89AC7-68CF-11E8-9ECC-D89EF314B0B8,2,201,190.0592118,123.4714304,145.8326953,0.413744843,0.268788169,0.317466988,1,3,1,1,6,5,5,7,6,4,6
284,Normal.Normal_2741_B,62C89AC8-68CF-11E8-9ECC-D89EF314B0B8,2,193,189.8220965,125.3839316,146.7282293,0.410928814,0.271432416,0.31763877,1,3,1,1,6,5,5,7,6,4,6
285,Normal.Normal_2741_C,62C89AC9-68CF-11E8-9ECC-D89EF314B0B8,2,194,193.6560618,113.8489107,137.1640996,0.435506029,0.256030648,0.308463323,1,1,1,4,1,5,4,7,6,8,6
286,Normal.Normal_2741_Q1,62C89ACA-68CF-11E8-9ECC-D89EF314B0B8,2,191,200.7075436,137.8552714,158.5682858,0.403731618,0.277301644,0.318966739,2,3,2,1,6,2,5,5,7,4,3
287,Normal.Normal_2741_Q3,62C89ACB-68CF-11E8-9ECC-D89EF314B0B8,2,202,204.2342758,148.941839,169.7376374,0.390569716,0.284830602,0.324599681,2,2,2,2,3,7,8,4,9,6,9
288,Normal.Normal_2741_Q4,62C89ACC-68CF-11E8-9ECC-D89EF314B0B8,2,193,193.3882775,134.3041803,155.4137132,0.400301816,0.278001376,0.321696808,1,3,2,1,6,2,5,5,7,4,7
289,Normal.Normal_2904_A,62C89ACE-68CF-11E8-9ECC-D89EF314B0B8,2,188,179.1730964,113.4854214,143.2802174,0.411005221,0.260324243,0.328670535,1,1,1,4,1,4,4,6,2,8,1
290,Normal.Normal_2904_B,62C89ACF-68CF-11E8-9ECC-D89EF314B0B8,2,198,184.48743,142.8770539,162.3130312,0.376752912,0.291777853,0.331469235,2,3,2,1,6,2,1,5,7,7,10
291,Normal.Normal_2904_C,62C89AD0-68CF-11E8-9ECC-D89EF314B0B8,2,200,169.9327838,121.851826,145.6364142,0.38848792,0.278568746,0.332943334,1,1,1,4,5,4,4,9,1,10,8
292,Normal.Normal_2904_Q1,62C89AD1-68CF-11E8-9ECC-D89EF314B0B8,2,188,173.887323,115.644203,150.3625867,0.39529359,0.262891,0.341815411,1,1,1,4,5,4,4,6,2,2,1
293,Normal.Normal_2904_Q2,62C89AD2-68CF-11E8-9ECC-D89EF314B0B8,2,195,170.7087755,122.2178268,161.1466584,0.375949853,0.269158828,0.354891319,1,1,1,4,5,4,4,3,1,10,8
294,Normal.Normal_2904_Q3,62C89AD3-68CF-11E8-9ECC-D89EF314B0B8,2,195,181.0192767,120.8992114,149.2642855,0.401210523,0.26796061,0.330828866,1,1,1,4,5,5,4,3,2,2,1
295,Normal.Normal_2904_Q4,62C89AD4-68CF-11E8-9ECC-D89EF314B0B8,2,179,169.9963188,107.8101798,146.5689895,0.400579966,0.254044314,0.345375719,1,1,4,5,1,4,7,6,8,1,11
296,Normal.Normal_3002_A,62C89AD6-68CF-11E8-9ECC-D89EF314B0B8,2,200,160.5967488,118.4416239,149.6186422,0.374650929,0.27630861,0.349040461,1,1,1,4,5,4,7,9,1,10,8
297,Normal.Normal_3002_B,62C89AD7-68CF-11E8-9ECC-D89EF314B0B8,2,188,155.8684105,105.0591773,138.9373533,0.389802642,0.262736656,0.347460702,1,1,4,5,1,1,7,6,8,3,11
298,Normal.Normal_3002_C,68D8EA07-68CF-11E8-9ECC-D89EF314B0B8,2,184,142.4161265,101.5529522,131.6375696,0.379162955,0.270370486,0.350466559,1,1,4,5,2,1,2,2,5,9,4
299,Normal.Normal_3002_Q1,68D8EA08-68CF-11E8-9ECC-D89EF314B0B8,2,215,201.8962139,164.9329409,181.0506287,0.368504588,0.30103856,0.330456852,2,2,3,3,4,6,6,8,3,11,12
300,Normal.Normal_3002_Q2,68D8EA09-68CF-11E8-9ECC-D89EF314B0B8,2,212,193.0039706,148.4253436,168.8135554,0.378259026,0.290891559,0.330849416,2,3,2,2,3,7,8,4,10,6,10
301,Normal.Normal_3002_Q4,68D8EA0A-68CF-11E8-9ECC-D89EF314B0B8,2,214,199.6634189,160.8879948,176.8000749,0.371569491,0.299409229,0.329021281,2,2,3,2,3,6,6,8,3,11,12
302,Normal.Normal_3089_A,68D8EA0C-68CF-11E8-9ECC-D89EF314B0B8,2,200,188.5325626,136.4900469,164.9228459,0.384803166,0.278582127,0.336614707,2,3,2,1,6,2,1,5,7,7,10
303,Normal.Normal_3089_B,68D8EA0D-68CF-11E8-9ECC-D89EF314B0B8,2,199,180.0278187,133.4007627,160.0236728,0.380244929,0.281761807,0.337993264,1,3,1,1,6,2,1,5,7,7,7
304,Normal.Normal_3089_C,68D8EA0E-68CF-11E8-9ECC-D89EF314B0B8,2,200,181.6889289,135.4299367,164.9562694,0.376889235,0.28093118,0.342179585,1,3,2,1,6,2,1,5,7,7,10
305,Normal.Normal_3089_Q1,68D8EA0F-68CF-11E8-9ECC-D89EF314B0B8,2,195,186.3070528,127.1778128,155.2722908,0.397448978,0.271308525,0.331242497,1,3,1,1,6,2,1,3,7,7,7
306,Normal.Normal_3089_Q2,68D8EA10-68CF-11E8-9ECC-D89EF314B0B8,2,190,185.7511579,119.542688,148.6172342,0.40922367,0.263361467,0.327414863,1,1,1,4,5,5,4,3,2,2,1
307,Normal.Normal_3089_Q3,68D8EA11-68CF-11E8-9ECC-D89EF314B0B8,2,190,175.4608999,117.6719308,148.0853625,0.397673765,0.266697821,0.335628414,1,1,1,4,5,4,4,3,2,2,1
308,Normal.Normal_3089_Q4,68D8EA12-68CF-11E8-9ECC-D89EF314B0B8,2,187,176.0371598,115.7635017,145.5743511,0.402485635,0.264677904,0.33283646,1,1,1,4,1,4,4,6,2,2,1
309,Normal.Normal_3240_2,68D8EA14-68CF-11E8-9ECC-D89EF314B0B8,2,205,185.2259467,122.5093999,158.1386876,0.397588046,0.262966791,0.339445163,1,3,1,1,6,2,1,3,7,7,7
310,Normal.Normal_3240_Q1,68D8EA15-68CF-11E8-9ECC-D89EF314B0B8,2,185,173.3486475,112.2193301,147.0731236,0.400675403,0.259382037,0.33994256,1,1,4,4,1,4,7,6,8,3,1
311,Normal.Normal_3240_Q2,68D8EA16-68CF-11E8-9ECC-D89EF314B0B8,2,196,178.0479176,114.1967438,150.7934523,0.401879459,0.257758284,0.340362257,1,1,1,4,5,4,4,3,2,2,1
312,Normal.Normal_3240_Q3,68D8EA17-68CF-11E8-9ECC-D89EF314B0B8,2,190,171.344772,107.840422,144.0490466,0.404846195,0.254800797,0.340353007,1,1,4,4,1,4,7,6,8,3,11
313,Normal.Normal_3240_Q4,68D8EA18-68CF-11E8-9ECC-D89EF314B0B8,2,191,167.9399358,108.9356736,147.17027,0.3960419,0.256895961,0.347062139,1,1,4,4,1,4,7,6,8,3,11
314,Normal.Normal_3338_2,68D8EA1A-68CF-11E8-9ECC-D89EF314B0B8,2,208,174.2476113,119.2567797,157.9441051,0.385974508,0.264164751,0.34986074,1,3,1,4,5,4,4,3,1,10,8
315,Normal.Normal_3338_Q1,68D8EA1B-68CF-11E8-9ECC-D89EF314B0B8,2,181,161.5757322,108.5375552,144.961639,0.389268833,0.261489067,0.3492421,1,1,4,5,1,1,7,6,8,3,11
316,Normal.Normal_3338_Q2,68D8EA1C-68CF-11E8-9ECC-D89EF314B0B8,2,182,162.584591,108.6743291,145.2902541,0.39031308,0.260891957,0.348794964,1,1,4,5,1,1,7,6,8,3,11
317,Normal.Normal_3338_Q3,68D8EA1D-68CF-11E8-9ECC-D89EF314B0B8,2,190,165.5669779,114.7621685,151.646742,0.383278285,0.265667996,0.351053719,1,1,1,4,1,4,7,9,1,3,8
318,Normal.Normal_3338_Q4,68D8EA1E-68CF-11E8-9ECC-D89EF314B0B8,2,179,158.7790458,108.5028168,146.0547118,0.384139841,0.262504756,0.353355403,1,1,4,5,1,1,7,6,8,3,11
319,PE.PE_1527_1,68D8EA1F-68CF-11E8-9ECC-D89EF314B0B8,2,206,210.831646,140.7191477,176.3234144,0.399397513,0.266577047,0.33402544,2,2,2,2,3,7,8,4,9,6,9
320,PE.PE_1527_2,68D8EA20-68CF-11E8-9ECC-D89EF314B0B8,2,224,224.2834966,174.5762825,200.7060827,0.374076496,0.291171152,0.334752352,2,2,3,3,4,3,3,1,4,5,5
321,PE.PE_1527_3,68D8EA21-68CF-11E8-9ECC-D89EF314B0B8,2,214,219.5384953,144.4690161,181.0382652,0.402789095,0.2650585,0.332152404,2,2,3,2,3,6,6,8,3,11,12
322,PE.PE_1527_4,68D8EA22-68CF-11E8-9ECC-D89EF314B0B8,2,197,201.9339007,122.4174985,158.1440208,0.418519829,0.253717431,0.32776274,1,3,2,1,6,2,5,7,6,4,3
323,PE.PE_1527_5,68D8EA23-68CF-11E8-9ECC-D89EF314B0B8,2,205,207.2383841,128.8543693,164.1405961,0.414283423,0.257588522,0.328128055,2,3,2,1,6,7,5,5,9,4,3
324,PE.PE_1607_1,68D8EA24-68CF-11E8-9ECC-D89EF314B0B8,2,179,169.1047221,110.3098139,150.604014,0.393249831,0.256523385,0.350226784,1,1,4,4,1,4,7,6,8,3,11
325,PE.PE_1607_2,68D8EA25-68CF-11E8-9ECC-D89EF314B0B8,2,183,158.576118,100.9189386,142.3850059,0.394585681,0.251117057,0.354297262,1,1,4,5,1,1,7,6,8,3,11
326,PE.PE_1607_3,68D8EA26-68CF-11E8-9ECC-D89EF314B0B8,2,184,157.4686954,105.5582883,148.8446481,0.382324694,0.256289291,0.361386016,1,1,4,5,1,1,7,6,8,3,11
327,PE.PE_1607_4,68D8EA27-68CF-11E8-9ECC-D89EF314B0B8,2,202,190.8333679,127.9063999,169.1994558,0.391100692,0.262135925,0.346763383,1,3,2,1,6,2,1,5,7,7,10
328,PE.PE_1607_5,68D8EA28-68CF-11E8-9ECC-D89EF314B0B8,2,218,209.8936108,162.192031,192.1502343,0.371996216,0.287454304,0.34054948,2,2,3,3,4,3,3,8,4,5,2
329,PE.PE_1642_1,68D8EA29-68CF-11E8-9ECC-D89EF314B0B8,2,202,218.0880036,145.0650629,179.4868922,0.401901851,0.267332069,0.33076608,2,2,2,2,3,6,6,4,9,11,9
330,PE.PE_1642_2,68D8EA2A-68CF-11E8-9ECC-D89EF314B0B8,2,209,222.7004262,153.3095707,186.2194652,0.396102377,0.272681496,0.331216128,2,2,3,3,4,6,6,8,3,11,12
331,PE.PE_1642_3,68D8EA2B-68CF-11E8-9ECC-D89EF314B0B8,2,201,208.166284,130.5131551,165.7111823,0.412708475,0.258754127,0.328537398,2,3,2,1,6,7,8,5,9,4,3
332,PE.PE_1642_4,68D8EA2C-68CF-11E8-9ECC-D89EF314B0B8,2,200,213.0296235,142.9827198,175.6451228,0.400689611,0.268937669,0.330372719,2,2,2,2,3,7,8,4,9,6,9
333,PE.PE_1642_5,68D8EA2D-68CF-11E8-9ECC-D89EF314B0B8,2,213,225.4750298,175.2343672,198.5298613,0.376268789,0.292428049,0.331303162,2,2,3,3,4,3,3,1,4,5,5
334,PE.PE_1642_6,68D8EA2E-68CF-11E8-9ECC-D89EF314B0B8,2,194,177.4368393,117.6890344,157.1234873,0.39234293,0.260230405,0.347426665,1,1,1,4,5,4,4,3,2,2,1
335,PE.PE_1642_7,68D8EA2F-68CF-11E8-9ECC-D89EF314B0B8,2,195,170.0061456,117.5281588,158.4961587,0.381153665,0.263498053,0.355348282,1,1,1,4,5,4,4,3,1,10,8
336,PE.PE_1677_1,68D8EA30-68CF-11E8-9ECC-D89EF314B0B8,2,219,208.5719906,157.3415737,189.5816267,0.37547038,0.283245609,0.341284011,2,2,3,3,4,6,6,8,3,11,12
337,PE.PE_1677_2,68D8EA31-68CF-11E8-9ECC-D89EF314B0B8,2,185,185.6563372,119.2074734,153.5395885,0.405006458,0.260049279,0.334944263,1,1,1,4,5,5,4,3,2,2,1
338,PE.PE_1677_3,68D8EA32-68CF-11E8-9ECC-D89EF314B0B8,2,194,188.3201024,123.8209454,162.2438021,0.39697748,0.261013701,0.342008819,1,3,1,1,6,2,1,3,7,7,7
339,PE.PE_1677_4,68D8EA33-68CF-11E8-9ECC-D89EF314B0B8,2,188,180.6989837,118.6231466,157.5948182,0.395474461,0.259616429,0.34490911,1,1,1,4,5,4,4,3,2,2,1
340,PE.PE_1677_5,68D8EA34-68CF-11E8-9ECC-D89EF314B0B8,2,190,176.5905435,112.5103014,152.2624036,0.40010251,0.254915428,0.344982062,1,1,1,4,5,4,4,3,2,2,1
341,PE.PE_1809_1,68D8EA35-68CF-11E8-9ECC-D89EF314B0B8,2,204,199.9184658,137.8191272,179.1979516,0.386737704,0.266607953,0.346654343,2,3,2,2,3,7,8,4,10,6,9
342,PE.PE_1809_2,68D8EA36-68CF-11E8-9ECC-D89EF314B0B8,2,191,198.3523844,130.9303006,168.1210619,0.398775413,0.263227411,0.337997176,2,3,2,1,6,2,5,5,7,7,3
343,PE.PE_1809_3,68D8EA37-68CF-11E8-9ECC-D89EF314B0B8,2,214,208.3152302,154.4544135,184.3453225,0.380752206,0.282307053,0.336940742,2,2,3,3,4,6,6,8,3,11,12
344,PE.PE_1809_4,68D8EA38-68CF-11E8-9ECC-D89EF314B0B8,2,192,195.7838886,127.7027496,165.2819911,0.400565578,0.261274439,0.338159982,1,3,2,1,6,2,5,5,7,7,3
345,PE.PE_1809_5,68D8EA39-68CF-11E8-9ECC-D89EF314B0B8,2,191,188.7104837,124.4555146,161.7714686,0.397337538,0.262046108,0.340616355,1,3,1,1,6,2,1,3,7,7,7
346,PE.PE_1809_6,68D8EA3A-68CF-11E8-9ECC-D89EF314B0B8,2,196,196.5248777,129.5079069,167.9309734,0.397852827,0.26218099,0.339966183,2,3,2,1,6,2,1,5,7,7,3
347,PE.PE_2044_1,68D8EA3B-68CF-11E8-9ECC-D89EF314B0B8,2,213,215.1414594,157.9776598,179.5674575,0.389264854,0.28583589,0.324899256,2,2,3,3,4,6,6,8,3,11,12
348,PE.PE_2044_2,6ED84082-68CF-11E8-9ECC-D89EF314B0B8,2,210,217.9684233,147.4413702,172.4523989,0.405249572,0.274124808,0.32062562,2,2,2,2,3,6,6,4,9,11,9
349,PE.PE_2044_3,6ED84083-68CF-11E8-9ECC-D89EF314B0B8,2,202,200.3874695,129.8733251,155.8713202,0.412207841,0.26715644,0.320635719,1,3,2,1,6,2,5,7,7,4,3
350,PE.PE_2044_4,6ED84084-68CF-11E8-9ECC-D89EF314B0B8,2,193,183.2208168,102.4236854,133.033608,0.437617378,0.244635874,0.317746748,1,1,4,5,1,5,7,6,8,8,11
351,PE.PE_2044_5,6ED84085-68CF-11E8-9ECC-D89EF314B0B8,2,190,188.8460983,114.6163967,140.6806946,0.425191926,0.258061813,0.316746261,1,1,1,4,1,5,4,7,6,8,6
352,PE.PE_2080_1,6ED84086-68CF-11E8-9ECC-D89EF314B0B8,2,208,214.4313123,147.6467014,172.6291533,0.401025693,0.276126281,0.322848026,2,2,2,2,3,6,6,4,9,11,9
353,PE.PE_2080_2,6ED84087-68CF-11E8-9ECC-D89EF314B0B8,2,210,224.7838117,157.8027161,179.4842963,0.399920797,0.28075237,0.319326833,2,2,3,3,4,6,6,8,3,11,12
354,PE.PE_2080_3,6ED84088-68CF-11E8-9ECC-D89EF314B0B8,2,208,212.2683499,143.0887955,168.2857733,0.40536851,0.273256432,0.321375058,2,2,2,2,3,7,8,4,9,6,9
355,PE.PE_2080_4,6ED84089-68CF-11E8-9ECC-D89EF314B0B8,2,188,201.8992038,119.315862,145.2634675,0.432815638,0.255779963,0.311404399,1,3,1,1,6,5,5,7,6,4,6
356,PE.PE_2080_5,6ED8408A-68CF-11E8-9ECC-D89EF314B0B8,2,208,205.433771,137.4255107,164.0414161,0.405274193,0.271109334,0.323616473,2,3,2,2,3,7,8,4,9,6,3
357,PE.PE_2160_2,6ED8408B-68CF-11E8-9ECC-D89EF314B0B8,2,204,218.7411563,143.2499313,168.1583683,0.412602812,0.270206693,0.317190495,2,2,2,2,3,7,8,4,9,6,9
358,PE.PE_2160_3,6ED8408C-68CF-11E8-9ECC-D89EF314B0B8,2,195,218.8751242,135.7026194,163.5113614,0.422466178,0.261929112,0.315604709,2,3,2,2,3,7,8,4,9,6,3
359,PE.PE_2160_4,6ED8408D-68CF-11E8-9ECC-D89EF314B0B8,2,194,202.0979659,114.5162572,143.2914616,0.439433503,0.248999438,0.311567059,1,3,1,1,6,5,5,7,6,8,6
360,PE.PE_2160_5,6ED8408E-68CF-11E8-9ECC-D89EF314B0B8,2,195,203.511076,122.168041,154.4303769,0.423884715,0.254458707,0.321656578,1,3,1,1,6,5,5,7,6,4,6
361,PE.PE_2612_Q1,6ED84090-68CF-11E8-9ECC-D89EF314B0B8,2,210,209.4031735,164.7891042,185.325893,0.374256252,0.294519665,0.331224083,2,2,3,3,4,6,6,8,3,11,12
362,PE.PE_2612_Q2,6ED84091-68CF-11E8-9ECC-D89EF314B0B8,2,202,205.4927691,151.4959991,173.185825,0.387594524,0.285747377,0.326658099,2,2,2,2,3,7,8,4,9,6,9
363,PE.PE_2612_Q3,6ED84092-68CF-11E8-9ECC-D89EF314B0B8,2,209,212.4153902,174.367034,192.4922829,0.366691982,0.301009231,0.332298788,2,2,3,3,4,3,3,1,4,5,2
364,PE.PE_2886_3,6ED84094-68CF-11E8-9ECC-D89EF314B0B8,2,184,182.6183217,95.08164277,128.3569338,0.449735794,0.234158423,0.316105783,1,1,4,5,1,1,7,6,8,1,11
365,PE.PE_2886_3_a,6ED84095-68CF-11E8-9ECC-D89EF314B0B8,2,196,181.9662495,91.05270235,119.0556398,0.464111303,0.232233111,0.303655586,1,1,4,5,2,1,2,2,5,1,4
366,PE.PE_2886_A,6ED84096-68CF-11E8-9ECC-D89EF314B0B8,2,200,178.1191485,131.5582304,157.7141473,0.381091951,0.28147329,0.33743476,1,3,1,1,5,2,1,3,7,10,7
367,PE.PE_2886_B,6ED84097-68CF-11E8-9ECC-D89EF314B0B8,2,202,173.0299952,130.2214288,155.9447846,0.376810592,0.283585592,0.339603816,1,3,1,4,5,2,1,3,1,10,8
368,PE.PE_2886_C,6ED84098-68CF-11E8-9ECC-D89EF314B0B8,2,210,189.4189237,142.4329665,167.7518337,0.379138334,0.285091883,0.335769782,2,3,2,2,3,7,8,5,10,6,10
369,PE.PE_2886_Q1-001,6ED84099-68CF-11E8-9ECC-D89EF314B0B8,2,188,165.1801759,112.8192016,153.0501437,0.383204638,0.261731416,0.355063945,1,1,4,4,1,4,7,9,8,3,11
370,PE.PE_2886_Q1,6ED8409A-68CF-11E8-9ECC-D89EF314B0B8,2,198,172.6750167,119.2159933,151.3834687,0.389544233,0.268943959,0.341511808,1,1,1,4,5,4,4,3,1,10,8
371,PE.PE_2886_Q2,6ED8409B-68CF-11E8-9ECC-D89EF314B0B8,2,187,188.4761497,86.147918,102.6105846,0.49962576,0.228366926,0.272007314,1,1,4,5,2,1,2,2,5,1,4
372,PE.PE_2886_Q3,6ED8409C-68CF-11E8-9ECC-D89EF314B0B8,2,183,177.5080807,113.811541,156.7737098,0.396140867,0.253990705,0.349868429,1,1,1,4,5,4,4,3,2,2,1
373,PE.PE_2886_Q4,6ED8409D-68CF-11E8-9ECC-D89EF314B0B8,2,192,174.135559,118.4794702,152.3011203,0.391389612,0.266296178,0.34231421,1,1,1,4,5,4,4,3,2,2,1
374,PE.PE_2894_A,6ED8409E-68CF-11E8-9ECC-D89EF314B0B8,2,191,178.835843,116.2197233,139.4849138,0.41155163,0.267454308,0.320994062,1,1,1,4,1,4,4,6,2,8,1
375,PE.PE_2894_B,6ED8409F-68CF-11E8-9ECC-D89EF314B0B8,2,195,179.7702963,121.6006141,146.64534,0.401258428,0.271420097,0.327321475,1,1,1,4,5,4,4,3,2,2,1
376,PE.PE_2894_C,6ED840A0-68CF-11E8-9ECC-D89EF314B0B8,2,200,174.3620674,113.0272181,139.8692135,0.408095024,0.264540596,0.32736438,1,1,1,4,1,4,4,6,8,8,1
377,PE.PE_2894_Q1,6ED840A1-68CF-11E8-9ECC-D89EF314B0B8,2,200,175.7509259,113.6485222,151.2938395,0.398805543,0.257885757,0.3433087,1,1,1,4,5,4,4,3,2,2,1
378,PE.PE_2894_Q2,6ED840A2-68CF-11E8-9ECC-D89EF314B0B8,2,177,165.8629165,102.1427456,140.1167557,0.406404817,0.250274773,0.34332041,1,1,4,5,1,1,7,6,8,1,11
379,PE.PE_2894_Q3,6ED840A3-68CF-11E8-9ECC-D89EF314B0B8,2,188,171.0929308,99.04409912,134.4732368,0.4228586,0.244788893,0.332352508,1,1,4,5,1,1,7,6,8,1,11
380,PE.PE_2894_Q4,6ED840A4-68CF-11E8-9ECC-D89EF314B0B8,2,193,171.711487,105.9512632,144.0332852,0.407192557,0.251250318,0.341557124,1,1,4,4,1,4,7,6,8,3,11
